TIME,collisions,multicast,rx_bytes,rx_compressed,rx_crc_errors,rx_dropped,rx_errors,rx_fifo_errors,rx_frame_errors,rx_length_errors,rx_missed_errors,rx_nohandler,rx_over_errors,rx_packets,tx_aborted_errors,tx_bytes,tx_carrier_errors,tx_compressed,tx_dropped,tx_errors,tx_fifo_errors,tx_heartbeat_errors,tx_packets,tx_window_errors
06/30/2022_02:28:21,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11216949,0,0,564,0,0,0,73164,0
06/30/2022_02:31:35,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11217893,0,0,564,0,0,0,73172,0
06/30/2022_02:34:48,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11219073,0,0,564,0,0,0,73182,0
06/30/2022_02:38:02,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11220017,0,0,564,0,0,0,73190,0
06/30/2022_02:41:16,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11221197,0,0,564,0,0,0,73200,0
06/30/2022_02:44:29,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11222023,0,0,564,0,0,0,73207,0
06/30/2022_02:47:43,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11223203,0,0,564,0,0,0,73217,0
06/30/2022_02:50:56,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11224147,0,0,564,0,0,0,73225,0
06/30/2022_02:54:10,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11225327,0,0,564,0,0,0,73235,0
06/30/2022_02:57:24,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11226271,0,0,564,0,0,0,73243,0
06/30/2022_03:00:37,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11227451,0,0,564,0,0,0,73253,0
06/30/2022_03:03:51,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11228631,0,0,564,0,0,0,73263,0
06/30/2022_03:07:05,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11229457,0,0,564,0,0,0,73270,0
06/30/2022_03:10:18,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11230637,0,0,564,0,0,0,73280,0
06/30/2022_03:13:32,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11231463,0,0,564,0,0,0,73287,0
06/30/2022_03:16:46,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11232643,0,0,564,0,0,0,73297,0
06/30/2022_03:19:59,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11233469,0,0,564,0,0,0,73304,0
06/30/2022_03:23:13,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11234767,0,0,564,0,0,0,73315,0
06/30/2022_03:26:26,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11235711,0,0,564,0,0,0,73323,0
06/30/2022_03:29:40,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11236891,0,0,564,0,0,0,73333,0
06/30/2022_03:32:54,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11237835,0,0,564,0,0,0,73341,0
06/30/2022_03:36:07,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11239015,0,0,564,0,0,0,73351,0
06/30/2022_03:39:21,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11240313,0,0,564,0,0,0,73362,0
06/30/2022_03:42:35,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11241139,0,0,564,0,0,0,73369,0
06/30/2022_03:45:48,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11242437,0,0,564,0,0,0,73380,0
06/30/2022_03:49:02,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11243381,0,0,564,0,0,0,73388,0
06/30/2022_03:52:15,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11244561,0,0,564,0,0,0,73398,0
06/30/2022_03:55:29,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11245387,0,0,564,0,0,0,73405,0
06/30/2022_03:58:43,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11246685,0,0,564,0,0,0,73416,0
06/30/2022_04:01:57,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11247393,0,0,564,0,0,0,73422,0
06/30/2022_04:05:10,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11248573,0,0,564,0,0,0,73432,0
06/30/2022_04:08:24,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11249871,0,0,564,0,0,0,73443,0
06/30/2022_04:11:38,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11250697,0,0,564,0,0,0,73450,0
06/30/2022_04:14:51,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11251877,0,0,564,0,0,0,73460,0
06/30/2022_04:18:05,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11252703,0,0,564,0,0,0,73467,0
06/30/2022_04:21:18,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11254001,0,0,564,0,0,0,73478,0
06/30/2022_04:24:32,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11254827,0,0,564,0,0,0,73485,0
06/30/2022_04:27:46,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11256125,0,0,564,0,0,0,73496,0
06/30/2022_04:30:59,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11256951,0,0,564,0,0,0,73503,0
06/30/2022_04:34:13,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11258131,0,0,564,0,0,0,73513,0
06/30/2022_04:37:27,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11259193,0,0,564,0,0,0,73522,0
06/30/2022_04:40:40,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11260255,0,0,564,0,0,0,73531,0
06/30/2022_04:43:54,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11261435,0,0,564,0,0,0,73541,0
06/30/2022_04:47:07,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11262261,0,0,564,0,0,0,73548,0
06/30/2022_04:50:21,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11263441,0,0,564,0,0,0,73558,0
06/30/2022_04:53:35,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11264385,0,0,564,0,0,0,73566,0
06/30/2022_04:56:48,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11265565,0,0,564,0,0,0,73576,0
06/30/2022_05:00:02,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11266391,0,0,564,0,0,0,73583,0
06/30/2022_05:03:15,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11267689,0,0,564,0,0,0,73594,0
06/30/2022_05:06:29,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11268869,0,0,564,0,0,0,73604,0
06/30/2022_05:09:43,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11269813,0,0,564,0,0,0,73612,0
06/30/2022_05:12:56,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11270993,0,0,564,0,0,0,73622,0
06/30/2022_05:16:10,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11271819,0,0,564,0,0,0,73629,0
06/30/2022_05:19:24,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11273117,0,0,564,0,0,0,73640,0
06/30/2022_05:22:37,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11273943,0,0,564,0,0,0,73647,0
06/30/2022_05:25:51,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11275241,0,0,564,0,0,0,73658,0
06/30/2022_05:29:04,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11276067,0,0,564,0,0,0,73665,0
06/30/2022_05:32:18,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11277247,0,0,564,0,0,0,73675,0
06/30/2022_05:35:32,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11278191,0,0,564,0,0,0,73683,0
06/30/2022_05:38:45,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11279371,0,0,564,0,0,0,73693,0
06/30/2022_05:41:59,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11280669,0,0,564,0,0,0,73704,0
06/30/2022_05:45:12,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11281495,0,0,564,0,0,0,73711,0
06/30/2022_05:48:26,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11282675,0,0,564,0,0,0,73721,0
06/30/2022_05:51:40,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11283619,0,0,564,0,0,0,73729,0
06/30/2022_05:54:53,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11284799,0,0,564,0,0,0,73739,0
06/30/2022_05:58:07,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11285743,0,0,564,0,0,0,73747,0
06/30/2022_06:01:21,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11287041,0,0,564,0,0,0,73758,0
06/30/2022_06:04:34,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11287867,0,0,564,0,0,0,73765,0
06/30/2022_06:07:48,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11288929,0,0,564,0,0,0,73774,0
06/30/2022_06:11:02,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11289755,0,0,564,0,0,0,73781,0
06/30/2022_06:14:15,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11291053,0,0,564,0,0,0,73792,0
06/30/2022_06:17:29,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11292233,0,0,564,0,0,0,73802,0
06/30/2022_06:20:43,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11293177,0,0,564,0,0,0,73810,0
06/30/2022_06:23:56,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11294357,0,0,564,0,0,0,73820,0
06/30/2022_06:27:10,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11295301,0,0,564,0,0,0,73828,0
06/30/2022_06:30:24,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11296481,0,0,564,0,0,0,73838,0
06/30/2022_06:33:37,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11297425,0,0,564,0,0,0,73846,0
06/30/2022_06:36:51,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11298605,0,0,564,0,0,0,73856,0
06/30/2022_06:40:04,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11299549,0,0,564,0,0,0,73864,0
06/30/2022_06:43:18,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11300729,0,0,564,0,0,0,73874,0
06/30/2022_06:46:32,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11302027,0,0,564,0,0,0,73885,0
06/30/2022_06:49:45,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11302735,0,0,564,0,0,0,73891,0
06/30/2022_06:52:59,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11304033,0,0,564,0,0,0,73902,0
06/30/2022_06:56:13,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11304859,0,0,564,0,0,0,73909,0
06/30/2022_06:59:26,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11306157,0,0,564,0,0,0,73920,0
06/30/2022_07:02:40,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11306865,0,0,564,0,0,0,73926,0
06/30/2022_07:05:54,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11308045,0,0,564,0,0,0,73936,0
06/30/2022_07:09:07,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11308871,0,0,564,0,0,0,73943,0
06/30/2022_07:12:21,0,0,4852264,0,0,0,0,0,0,0,0,0,0,43721,0,11310169,0,0,564,0,0,0,73954,0
