MemTotal= 799564
TIME,MemFree,MemAvailable,Cached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,CmaTotal,CmaFree
06/29/2022_22:58:33,572528,580824,22328,70776,15084,64616,100,6160,14984,1076,0,0,64636,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:01:46,572424,580728,22364,70768,15100,64616,100,6152,15000,1104,0,0,64636,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:05:00,572464,580824,22436,70768,15156,64616,100,6152,15056,1120,0,0,64636,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:08:14,572192,580580,22496,70776,15176,64616,100,6160,15076,1152,0,0,64636,18488,108,56772,7100,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:11:28,572216,580624,22552,70768,15204,64616,100,6152,15104,1188,0,0,64636,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:14:41,572280,580736,22620,70772,15248,64616,100,6156,15148,1208,0,0,64636,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:17:55,572224,580724,22692,70768,15296,64616,100,6152,15196,1236,0,0,64636,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:21:08,572108,580644,22744,70768,15332,64616,100,6152,15232,1252,0,0,64636,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:24:22,572144,580684,22788,70768,15336,64616,100,6152,15236,1292,0,0,64636,18488,108,56772,7100,49672,3408,2580,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:27:36,571924,580508,22856,70768,15380,64616,100,6152,15280,1316,0,0,64636,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:30:49,571880,580492,22916,70768,15408,64616,100,6152,15308,1348,0,0,64636,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:34:03,571824,580516,23000,70776,15480,64616,100,6160,15380,1352,0,0,64636,18488,108,56776,7100,49676,3416,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:37:17,571904,580608,23028,70768,15500,64616,100,6152,15400,1368,0,0,64636,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:40:30,571740,580500,23096,70768,15556,64616,100,6152,15456,1380,0,0,64636,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:43:44,571616,580424,23172,70776,15596,64616,100,6160,15496,1408,0,0,64636,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:46:58,571668,580512,23232,70768,15640,64616,100,6152,15540,1432,0,0,64636,18488,108,56776,7100,49676,3424,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:50:11,572532,580804,22300,70768,15068,64616,100,6152,14968,1072,0,0,64636,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:53:25,572524,580784,22312,70772,15052,64616,100,6156,14952,1096,0,0,64636,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:56:39,572480,580796,22384,70768,15112,64616,100,6152,15012,1112,0,0,64636,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/29/2022_23:59:52,572432,580764,22432,70776,15124,64620,100,6156,15024,1144,0,0,64640,18488,108,56780,7104,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:03:06,572340,580724,22508,70776,15176,64620,100,6156,15076,1168,0,0,64640,18488,108,56772,7100,49672,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:06:19,572364,580760,22548,70772,15192,64620,100,6152,15092,1196,0,0,64640,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:09:33,572252,580716,22636,70784,15248,64620,100,6164,15148,1216,0,0,64640,18488,108,56772,7100,49672,3408,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:12:47,572164,580636,22680,70776,15268,64624,100,6152,15168,1252,0,0,64644,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:16:00,572048,580576,22760,70776,15324,64624,100,6152,15224,1276,0,0,64644,18488,108,56776,7104,49672,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:19:14,571948,580520,22820,70780,15364,64624,100,6156,15264,1292,0,0,64644,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:22:28,571988,580588,22872,70776,15396,64624,100,6152,15296,1316,0,0,64644,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:25:41,571876,580512,22932,70776,15432,64624,100,6152,15332,1340,0,0,64644,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:28:55,571736,580432,23004,70788,15480,64624,100,6164,15380,1352,0,0,64644,18488,108,56780,7100,49680,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:32:08,571792,580524,23060,70776,15528,64624,100,6152,15428,1372,0,0,64644,18488,108,56772,7100,49672,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:35:22,571720,580464,23104,70776,15540,64624,100,6152,15440,1404,0,0,64644,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:38:36,571640,580444,23188,70788,15592,64624,100,6164,15492,1424,0,0,64644,18488,108,56768,7096,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:41:49,571568,580404,23228,70776,15632,64624,100,6152,15532,1436,0,0,64644,18488,108,56772,7100,49672,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:45:03,572500,580748,22288,70776,15044,64624,100,6152,14944,1084,0,0,64644,18488,108,56776,7100,49676,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:48:17,572504,580792,22344,70780,15080,64624,100,6156,14980,1100,0,0,64644,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:51:30,572428,580740,22392,70776,15108,64624,100,6152,15008,1124,0,0,64644,18488,108,56776,7100,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:54:44,572376,580764,22480,70780,15180,64624,100,6156,15080,1136,0,0,64644,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_00:57:58,572388,580792,22516,70776,15200,64624,100,6152,15100,1156,0,0,64644,18488,108,56772,7100,49672,3408,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:01:11,572208,580656,22596,70776,15244,64624,100,6152,15144,1192,0,0,64644,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:04:25,572224,580704,22648,70780,15272,64624,100,6156,15172,1212,0,0,64644,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:07:38,572120,580652,22720,70776,15328,64624,100,6152,15228,1232,0,0,64644,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:10:52,572004,580548,22768,70776,15340,64624,100,6152,15240,1268,0,0,64644,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:14:06,571988,580612,22872,70788,15412,64628,100,6160,15312,1292,0,0,64648,18488,108,56776,7100,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:17:19,571924,580548,22896,70780,15420,64628,100,6152,15320,1316,0,0,64648,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:20:33,571808,580492,22968,70780,15480,64628,100,6152,15380,1328,0,0,64648,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:23:47,571820,580544,23028,70784,15516,64628,100,6156,15416,1348,0,0,64648,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:27:00,571744,580492,23068,70780,15544,64628,100,6152,15444,1364,0,0,64648,18488,108,56772,7100,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:30:14,571804,580616,23156,70780,15608,64628,100,6152,15508,1388,0,0,64648,18488,108,56788,7104,49684,3440,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:33:27,571708,580528,23192,70784,15612,64628,100,6156,15512,1416,0,0,64648,18488,108,56772,7100,49672,3416,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:36:41,571596,580472,23268,70780,15672,64628,100,6152,15572,1436,0,0,64648,18488,108,56776,7100,49676,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:39:55,572432,580732,22336,70784,15092,64628,100,6156,14992,1080,0,0,64648,18488,108,56776,7100,49676,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:43:08,572468,580764,22364,70784,15088,64628,100,6156,14988,1112,0,0,64648,18488,108,56776,7100,49676,3424,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:46:22,572128,580464,22432,70924,15132,64772,100,6152,15032,1140,0,0,64792,18500,108,56776,7104,49672,3448,2616,399780,1457420,245760,9808,0,40960,0
06/30/2022_01:49:36,572400,580760,22496,70784,15152,64628,100,6156,15052,1180,0,0,64648,18488,108,56776,7100,49676,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:52:49,572308,580692,22544,70780,15180,64628,100,6152,15080,1204,0,0,64648,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:56:03,572248,580656,22584,70780,15204,64628,100,6152,15104,1220,0,0,64648,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_01:59:16,572108,580596,22684,70784,15280,64628,100,6156,15180,1240,0,0,64648,18488,108,56776,7100,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:02:30,572100,580592,22708,70780,15288,64628,100,6152,15188,1260,0,0,64648,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:05:44,572036,580600,22796,70780,15360,64628,100,6152,15260,1276,0,0,64648,18488,108,56776,7104,49672,3432,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:08:57,572024,580596,22836,70784,15364,64628,100,6156,15264,1308,0,0,64648,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:12:11,572004,580632,22908,70780,15424,64628,100,6152,15324,1324,0,0,64648,18488,108,56776,7100,49676,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:15:25,571976,580624,22960,70780,15444,64628,100,6152,15344,1356,0,0,64648,18488,108,56772,7100,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:18:38,571792,580492,23032,70784,15492,64628,100,6156,15392,1376,0,0,64648,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:21:52,571736,580460,23072,70780,15520,64628,100,6152,15420,1392,0,0,64648,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:25:05,571744,580528,23156,70788,15576,64632,100,6156,15476,1416,0,0,64652,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:28:19,571688,580504,23208,70788,15608,64632,100,6156,15508,1436,0,0,64652,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:31:33,571600,580464,23272,70784,15660,64632,100,6152,15560,1452,0,0,64652,18488,108,56776,7100,49676,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:34:46,572524,580820,22336,70788,15088,64632,100,6156,14988,1084,0,0,64652,18488,108,56776,7100,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:38:00,572396,580700,22368,70784,15100,64632,100,6152,15000,1108,0,0,64652,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:41:14,572476,580844,22444,70784,15164,64632,100,6152,15064,1120,0,0,64652,18488,108,56776,7100,49676,3416,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:44:27,572208,580660,22548,70788,15244,64632,100,6156,15144,1140,0,0,64652,18488,108,56776,7100,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:47:41,572204,580676,22600,70784,15268,64632,100,6152,15168,1172,0,0,64652,18488,108,56772,7100,49672,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:50:54,572144,580640,22648,70784,15292,64632,100,6152,15192,1196,0,0,64652,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:54:08,572164,580716,22724,70784,15348,64632,100,6152,15248,1216,0,0,64652,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_02:57:22,572020,580576,22764,70784,15352,64632,100,6152,15252,1252,0,0,64652,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:00:35,571960,580596,22876,70788,15428,64632,100,6156,15328,1284,0,0,64652,18488,108,56776,7100,49676,3424,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:03:49,571992,580660,22932,70788,15460,64632,100,6156,15360,1308,0,0,64652,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:07:03,571868,580564,22976,70784,15492,64632,100,6152,15392,1324,0,0,64652,18488,108,56772,7100,49672,3400,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:10:16,571756,580516,23060,70788,15552,64632,100,6156,15452,1344,0,0,64652,18488,108,56772,7100,49672,3416,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:13:30,571724,580508,23096,70788,15576,64632,100,6156,15476,1356,0,0,64652,18488,108,56776,7100,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:16:44,571660,580488,23176,70784,15624,64632,100,6152,15524,1392,0,0,64652,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:19:57,571556,580432,23240,70788,15668,64632,100,6156,15568,1408,0,0,64652,18488,108,56780,7100,49680,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:23:11,571372,580284,23308,70788,15704,64632,100,6156,15604,1440,0,0,64652,18488,108,56776,7100,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:26:24,572548,580824,22320,70784,15072,64632,100,6152,14972,1088,0,0,64652,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:29:38,572240,580608,22436,70788,15160,64632,100,6156,15060,1112,0,0,64652,18488,108,56772,7100,49672,3408,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:32:52,572424,580788,22464,70784,15160,64632,100,6152,15060,1144,0,0,64652,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:36:05,572348,580764,22540,70784,15212,64632,100,6152,15112,1168,0,0,64652,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:39:19,572340,580792,22592,70784,15248,64632,100,6152,15148,1184,0,0,64652,18488,108,56772,7100,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:42:33,572180,580640,22636,70784,15256,64632,100,6152,15156,1220,0,0,64652,18488,108,56772,7100,49672,3400,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:45:46,572072,580604,22740,70788,15324,64632,100,6156,15224,1252,0,0,64652,18488,108,56776,7100,49676,3424,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:49:00,572008,580552,22772,70788,15336,64632,100,6156,15236,1272,0,0,64652,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:52:13,572076,580668,22840,70784,15388,64632,100,6152,15288,1292,0,0,64652,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:55:27,571956,580600,22900,70788,15436,64632,100,6156,15336,1300,0,0,64652,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_03:58:41,571788,580476,22980,70788,15480,64632,100,6156,15380,1336,0,0,64652,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:01:55,571856,580556,23036,70784,15496,64632,100,6152,15396,1380,0,0,64652,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:05:08,571628,580396,23124,70792,15556,64632,100,6160,15456,1400,0,0,64652,18488,108,56776,7100,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:08:22,571740,580524,23168,70788,15576,64632,100,6156,15476,1428,0,0,64652,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:11:36,571680,580496,23208,70784,15612,64632,100,6152,15512,1436,0,0,64652,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:14:49,571520,580412,23292,70792,15680,64632,100,6160,15580,1444,0,0,64652,18488,108,56772,7100,49672,3432,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:18:03,572412,580748,22344,70784,15132,64632,100,6152,15032,1052,0,0,64652,18488,108,56776,7104,49672,3440,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:21:16,572500,580864,22388,70784,15160,64632,100,6152,15060,1068,0,0,64652,18488,108,56780,7100,49680,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:24:30,572456,580872,22452,70784,15212,64632,100,6152,15112,1080,0,0,64652,18488,108,56772,7100,49672,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:27:44,572392,580848,22520,70784,15252,64632,100,6152,15152,1108,0,0,64652,18488,108,56776,7100,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:30:57,572120,580624,22588,70788,15296,64632,100,6156,15196,1128,0,0,64652,18488,108,56772,7100,49672,3432,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:34:11,572124,580664,22648,70788,15332,64632,100,6156,15232,1152,0,0,64652,18488,108,56776,7100,49676,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:37:24,572168,580724,22688,70784,15352,64632,100,6152,15252,1176,0,0,64652,18488,108,56772,7100,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:40:38,572056,580672,22768,70788,15408,64632,100,6156,15308,1196,0,0,64652,18488,108,56776,7100,49676,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:43:52,571988,580636,22840,70800,15432,64632,100,6168,15332,1232,0,0,64652,18488,108,56772,7096,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:47:05,571992,580676,22880,70784,15480,64632,100,6152,15380,1240,0,0,64652,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:50:19,571956,580692,22956,70788,15528,64632,100,6156,15428,1264,0,0,64652,18488,108,56776,7100,49676,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:53:32,571872,580620,23004,70792,15540,64636,100,6156,15440,1300,0,0,64656,18488,108,56772,7100,49672,3432,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_04:56:46,571744,580532,23072,70788,15584,64636,100,6152,15484,1328,0,0,64656,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:00:00,571828,580664,23128,70788,15632,64636,100,6152,15532,1336,0,0,64656,18488,108,56740,7100,49640,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:03:13,571680,580572,23200,70792,15684,64636,100,6156,15584,1352,0,0,64656,18488,108,56740,7100,49640,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:06:27,571632,580556,23260,70788,15720,64636,100,6152,15620,1380,0,0,64656,18488,108,56740,7100,49640,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:09:40,571648,580592,23300,70788,15740,64636,100,6152,15640,1400,0,0,64656,18488,108,56740,7100,49640,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:12:54,572496,580888,22380,70788,15188,64636,100,6152,15088,1032,0,0,64656,18488,108,56744,7100,49644,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:16:08,572404,580752,22416,70792,15140,64636,100,6156,15040,1112,0,0,64656,18488,108,56744,7100,49644,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:19:21,572432,580812,22472,70788,15176,64636,100,6152,15076,1136,0,0,64656,18488,108,56740,7100,49640,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:22:35,572276,580680,22528,70788,15200,64636,100,6152,15100,1168,0,0,64656,18488,108,56708,7100,49608,3432,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:25:49,572320,580788,22620,70792,15260,64636,100,6156,15160,1196,0,0,64656,18488,108,56712,7100,49612,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:29:02,572248,580744,22676,70800,15284,64640,100,6160,15184,1224,0,0,64660,18488,108,56684,7100,49584,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:32:16,572136,580660,22732,70792,15320,64640,100,6152,15220,1252,0,0,64660,18488,108,56676,7100,49576,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:35:30,572236,580788,22788,70796,15344,64640,100,6156,15244,1280,0,0,64660,18488,108,56680,7100,49580,3400,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:38:43,572148,580756,22852,70796,15400,64640,100,6156,15300,1288,0,0,64660,18488,108,56676,7100,49576,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:41:57,572084,580728,22904,70792,15440,64640,100,6152,15340,1304,0,0,64660,18488,108,56676,7100,49576,3400,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:45:10,571928,580612,22968,70792,15480,64640,100,6152,15380,1328,0,0,64660,18488,108,56676,7100,49576,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:48:24,571816,580568,23052,70796,15544,64640,100,6156,15444,1344,0,0,64660,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:51:38,571736,580492,23092,70792,15552,64640,100,6152,15452,1380,0,0,64660,18488,108,56772,7100,49672,3432,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:54:51,571724,580528,23160,70792,15600,64640,100,6152,15500,1400,0,0,64660,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_05:58:05,571624,580452,23204,70792,15624,64640,100,6152,15524,1420,0,0,64660,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:01:19,571552,580464,23304,70796,15704,64640,100,6156,15604,1436,0,0,64660,18488,108,56776,7100,49676,3432,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:04:32,571532,580460,23332,70792,15724,64640,100,6152,15624,1448,0,0,64660,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:07:46,572500,580816,22392,70792,15112,64640,100,6152,15012,1120,0,0,64660,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:11:00,572416,580764,22448,70796,15140,64640,100,6156,15040,1144,0,0,64660,18488,108,56780,7100,49680,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:14:13,572284,580700,22528,70796,15208,64640,100,6156,15108,1156,0,0,64660,18488,108,56776,7100,49676,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:17:27,572036,580492,22592,70936,15252,64784,100,6152,15152,1180,0,0,64804,18500,108,56776,7104,49672,3440,2620,399780,1457420,245760,9808,0,40960,0
06/30/2022_06:20:41,572260,580740,22644,70796,15272,64640,100,6156,15172,1208,0,0,64660,18488,108,56776,7100,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:23:54,572132,580652,22712,70796,15312,64640,100,6156,15212,1236,0,0,64660,18488,108,56772,7100,49672,3424,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:27:08,572076,580604,22748,70792,15324,64640,100,6152,15224,1264,0,0,64660,18488,108,56776,7100,49676,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:30:21,571972,580572,22844,70796,15396,64644,100,6152,15296,1288,0,0,64664,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:33:35,571932,580536,22888,70800,15396,64644,100,6156,15296,1328,0,0,64664,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:36:49,571912,580552,22948,70796,15436,64644,100,6152,15336,1352,0,0,64664,18488,108,56772,7100,49672,3424,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:40:02,571844,580508,22992,70796,15460,64644,100,6152,15360,1372,0,0,64664,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:43:16,571744,580464,23068,70800,15512,64644,100,6156,15412,1392,0,0,64664,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:46:30,571732,580524,23160,70800,15584,64644,100,6156,15484,1412,0,0,64664,18488,108,56772,7100,49672,3408,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:49:43,571572,580384,23204,70796,15608,64644,100,6152,15508,1436,0,0,64664,18488,108,56772,7100,49672,3416,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:52:57,571596,580456,23272,70796,15656,64644,100,6152,15556,1456,0,0,64664,18488,108,56772,7100,49672,3416,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:56:11,571492,580392,23328,70800,15692,64644,100,6156,15592,1472,0,0,64664,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_06:59:24,572444,580808,22420,70800,15156,64644,100,6156,15056,1100,0,0,64664,18488,108,56772,7100,49672,3408,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_07:02:38,572380,580700,22420,70796,15116,64644,100,6152,15016,1144,0,0,64664,18488,108,56772,7100,49672,3416,2580,399780,1456772,245760,9808,0,40960,0
06/30/2022_07:05:52,572372,580748,22488,70796,15172,64644,100,6152,15072,1156,0,0,64664,18488,108,56772,7100,49672,3416,2588,399780,1456772,245760,9808,0,40960,0
06/30/2022_07:09:05,572308,580716,22540,70800,15200,64644,100,6156,15100,1176,0,0,64664,18488,108,56772,7100,49672,3424,2584,399780,1456772,245760,9808,0,40960,0
06/30/2022_07:12:19,572196,580656,22612,70796,15256,64644,100,6152,15156,1196,0,0,64664,18488,108,56772,7100,49672,3432,2584,399780,1456772,245760,9808,0,40960,0
