-92.16,-10.92,15.77
-91.55,-10.9,16.43
-92.02,-10.9,16.26
-90.7,-10.88,17.06
-90.85,-10.89,16.78
-91.67,-10.91,16.01
-91.6,-10.9,16.38
-90.81,-10.88,17.31
-90.52,-10.88,17.1
-90.69,-10.88,16.9
-90.95,-10.89,16.55
-90.71,-10.89,16.69
-90.61,-10.89,16.8
-90.74,-10.89,16.8
-90.7,-10.88,16.9
-90.73,-10.89,16.74
-90.46,-10.88,16.9
-90.47,-10.88,17.13
-90.82,-10.89,16.59
-90.73,-10.89,16.64
-90.69,-10.88,16.98
-90.59,-10.89,16.78
-90.79,-10.89,16.7
-90.84,-10.88,16.82
-90.83,-10.89,16.57
-90.88,-10.89,16.55
-90.92,-10.89,16.55
-90.84,-10.89,16.6
-90.91,-10.89,16.61
-90.83,-10.89,16.6
-90.96,-10.89,16.71
-90.89,-10.89,16.64
-90.83,-10.89,16.72
-90.69,-10.89,16.69
-90.78,-10.89,16.54
-90.69,-10.88,16.87
-90.87,-10.88,16.69
-90.94,-10.89,16.58
-90.77,-10.88,16.67
-90.88,-10.89,16.59
-90.84,-10.88,16.89
-90.72,-10.89,16.63
-90.78,-10.89,16.67
-90.85,-10.89,16.63
-90.79,-10.88,16.76
-90.96,-10.89,16.56
-90.94,-10.89,16.56
-90.93,-10.89,16.54
-91.01,-10.89,16.55
-90.84,-10.89,16.7
-90.79,-10.89,16.6
-91.08,-10.89,16.52
-90.91,-10.89,16.7
-91.01,-10.89,16.67
-91.02,-10.89,16.51
-91.04,-10.89,16.6
-91.07,-10.89,16.48
-90.99,-10.88,16.9
-91.05,-10.89,16.69
-91.05,-10.88,16.75
-91,-10.89,16.61
-90.98,-10.89,16.63
-91.27,-10.89,16.35
-91.27,-10.89,16.72
-91.18,-10.88,16.62
-91.09,-10.89,16.35
-91.12,-10.89,16.39
-91.07,-10.89,16.37
-91.07,-10.89,16.64
-90.98,-10.89,16.72
-90.92,-10.9,16.55
-91.08,-10.89,16.59
-91.22,-10.89,16.37
-91.16,-10.89,16.53
-90.56,-10.89,16.52
-90.68,-10.89,16.46
-89.69,-10.89,16.71
-89.69,-10.88,16.85
-89.64,-10.89,16.71
-89.71,-10.89,16.78
-89.62,-10.88,16.73
-89.77,-10.89,16.62
-89.68,-10.88,16.86
-89.66,-10.88,16.84
-89.64,-10.88,16.83
-89.49,-10.88,16.92
-89.54,-10.88,16.9
-89.58,-10.89,16.6
-89.75,-10.89,16.62
-89.67,-10.88,16.8
-89.79,-10.89,16.57
-89.9,-10.89,16.63
-89.75,-10.88,16.76
-89.64,-10.89,16.59
-89.73,-10.89,16.56
-89.75,-10.89,16.85
-89.8,-10.89,16.63
-89.94,-10.89,16.62
-89.93,-10.89,16.69
-89.81,-10.89,16.64
-89.62,-10.88,16.69
-89.82,-10.89,16.91
-89.75,-10.89,16.67
-89.44,-10.88,16.94
-89.6,-10.88,16.91
-89.51,-10.89,16.8
-89.28,-10.88,16.96
-89.6,-10.88,16.85
-89.64,-10.89,16.67
-89.39,-10.88,16.96
-89.32,-10.88,17.07
-89.45,-10.88,16.91
-89.8,-10.89,16.62
-90.36,-10.9,16.31
-89.96,-10.89,16.56
-90.2,-10.9,16.08
-90.36,-10.89,16.42
-90.22,-10.89,16.44
-89.78,-10.89,16.5
-89.4,-10.88,17.26
-89.64,-10.89,16.73
-89.72,-10.89,16.6
-89.65,-10.89,16.62
-89.65,-10.88,16.63
-89.74,-10.89,16.7
-89.63,-10.89,16.83
-89.6,-10.88,16.77
-89.54,-10.88,16.98
-89.57,-10.88,16.9
-89.87,-10.89,16.63
-89.78,-10.89,16.69
-89.6,-10.89,16.75
-89.71,-10.89,16.57
-89.58,-10.88,16.9
-89.62,-10.89,16.66
-89.68,-10.88,16.87
-89.59,-10.88,16.81
-89.44,-10.88,16.97
-89.64,-10.88,16.95
-89.53,-10.88,16.99
-89.38,-10.88,16.87
-89.45,-10.88,17.08
-89.33,-10.88,17.23
-89.38,-10.88,17.07
-89.45,-10.88,17.01
-89.43,-10.88,17.13
-89.41,-10.88,16.97
-89.52,-10.88,16.9
-89.47,-10.88,16.97
-86.46,-10.88,17.23
-85.35,-10.87,17.34
-85.49,-10.88,16.85
-85.66,-10.89,16.59
-85.52,-10.88,16.83
-85.9,-10.89,16.45
-85.82,-10.89,16.82
-85.9,-10.89,16.61
-85.84,-10.89,16.54
-85.82,-10.89,16.64
-85.56,-10.89,16.81
-85.99,-10.89,16.47
-86.19,-10.89,16.43
-86.18,-10.89,16.45
-86.15,-10.89,16.49
-85.88,-10.89,16.54
-85.59,-10.88,16.73
-85.73,-10.89,16.73
-85.72,-10.89,16.7
-85.77,-10.88,16.89
-85.41,-10.88,16.87
-85.8,-10.89,16.69
-85.89,-10.89,16.56
-85.76,-10.88,16.75
-85.8,-10.89,16.52
-85.54,-10.88,16.99
-85.83,-10.89,16.68
-85.57,-10.88,16.92
-85.79,-10.89,16.71
-85.61,-10.89,16.75
-85.54,-10.88,16.87
-85.49,-10.88,17.06
-85.64,-10.89,16.92
-86.85,-10.91,16.05
-87.09,-10.91,15.74
-85.55,-10.89,16.92
-85.61,-10.89,16.86
-85.64,-10.89,16.73
-85.91,-10.89,16.66
-85.71,-10.89,16.69
-85.8,-10.89,16.56
-85.68,-10.89,16.7
-85.93,-10.89,16.65
-86.13,-10.9,16.17
-86.06,-10.9,16.23
-85.97,-10.89,16.55
-85.98,-10.89,16.54
-86.08,-10.89,16.48
-86.25,-10.89,16.56
-86.61,-10.9,16.34
-90.55,-10.89,16.78
-90.22,-10.88,16.67
-89.84,-10.88,17.31
-89.88,-10.88,16.99
-89.87,-10.88,17.37
-90.3,-10.88,17.1
-87.23,-10.92,15.77
-85.92,-10.88,17.08
-86.04,-10.88,16.88
-85.62,-10.88,17.02
-85.42,-10.87,17.35
-85.64,-10.88,16.93
-85.71,-10.88,16.87
-85.85,-10.89,16.71
-85.96,-10.89,16.7
-85.88,-10.89,16.8
-84.6,-10.87,17.8
-86.75,-10.87,17.36
-87.06,-10.87,17.29
-86.95,-10.88,17.24
-86.97,-10.87,17.25
-87.65,-10.88,16.76
-87.69,-10.89,16.6
-87.56,-10.88,16.9
-87.54,-10.88,16.71
-87.77,-10.89,16.65
-87.98,-10.89,16.37
-88.76,-10.89,16.56
-87.95,-10.89,16.63
-87.15,-10.88,16.86
-87.46,-10.88,16.98
-87.29,-10.88,16.88
-87.06,-10.88,17
-87.18,-10.88,17.06
-87.26,-10.88,17.1
-87.08,-10.88,17.2
-87.54,-10.88,17.11
-87.48,-10.88,16.98
-87.24,-10.88,17.18
-87.16,-10.88,17.12
-87.29,-10.88,17.17
-86.98,-10.88,17.24
-87.03,-10.88,17.09
-87.01,-10.87,17.28
-87.05,-10.87,17.37
-86.97,-10.88,17.23
-87.16,-10.88,17.27
-86.94,-10.87,17.47
-87.01,-10.87,17.39
-87.19,-10.88,17.04
-87.28,-10.88,17.11
-87.59,-10.88,17.06
-87.23,-10.88,17.09
-84.67,-10.87,17.72
-84.58,-10.86,17.83
-84.63,-10.87,17.9
-84.55,-10.87,17.74
-84.33,-10.87,17.88
-84.09,-10.86,18.04
-84.33,-10.86,17.89
-84.31,-10.87,17.95
-84.39,-10.87,17.83
-84.31,-10.86,17.99
-84.36,-10.87,17.76
-84.25,-10.86,18.16
-84.23,-10.86,18.02
-84.37,-10.86,17.88
-84.45,-10.87,18.05
-84.3,-10.86,18.14
-84.37,-10.86,18.05
-84.58,-10.87,18.05
-84.35,-10.87,17.97
-84.28,-10.86,18.02
-84.41,-10.86,18.11
-84.33,-10.86,18.12
-84.79,-10.87,17.6
-85.18,-10.87,17.56
-85.17,-10.87,17.57
-85.15,-10.87,17.55
-85.44,-10.87,17.47
-85.3,-10.87,17.46
-85.29,-10.87,17.35
-85.5,-10.87,17.36
-85.18,-10.87,17.35
-85.02,-10.87,17.4
-85.23,-10.87,17.38
-85.19,-10.87,17.59
-85.22,-10.88,17.3
-85.1,-10.87,17.29
-85.27,-10.88,17.29
-85.42,-10.87,17.34
-85.47,-10.87,17.34
-85.47,-10.88,17.28
-85.56,-10.88,17.26
-85.61,-10.88,17.19
-85.35,-10.88,17.35
-85.21,-10.87,17.39
-85.38,-10.87,17.37
-85.45,-10.88,17.44
-85.36,-10.87,17.39
-85.12,-10.87,17.34
-85.34,-10.87,17.3
-85.26,-10.87,17.45
-85.1,-10.87,17.32
-85.22,-10.87,17.32
-85.41,-10.87,17.43
-85.24,-10.88,17.28
-85.69,-10.88,17.23
-85.67,-10.87,17.31
-85.49,-10.87,17.48
-85.33,-10.88,17.33
-87.11,-10.88,16.94
-87.63,-10.89,16.66
-87.16,-10.88,16.92
-87.12,-10.88,16.95
-87.29,-10.88,16.76
-87.29,-10.88,16.94
-87.22,-10.88,16.92
-87.19,-10.88,16.98
-87.36,-10.88,16.8
-87.13,-10.88,16.93
-87.18,-10.88,16.93
-87.22,-10.88,16.89
-87.31,-10.88,16.96
-87.34,-10.88,16.92
-87.5,-10.88,16.82
-87.43,-10.88,16.96
-87.63,-10.89,16.63
-87.65,-10.88,16.74
-87.48,-10.89,16.74
-87.31,-10.88,16.93
-87.37,-10.88,16.94
-87.6,-10.89,16.63
-87.52,-10.88,16.71
-87.51,-10.88,16.75
-87.6,-10.89,16.71
-87.41,-10.88,16.92
-87.29,-10.88,16.91
-87.4,-10.89,16.67
-87.35,-10.88,16.92
-87.12,-10.89,16.77
-87.28,-10.88,16.86
-87.33,-10.88,16.97
-87.41,-10.89,16.87
-87.41,-10.89,16.79
-87.43,-10.89,16.76
-87.61,-10.89,16.64
-87.45,-10.88,16.85
-87.61,-10.89,16.66
-87.51,-10.88,16.87
-87.28,-10.88,17.06
-87.39,-10.88,16.82
-87.55,-10.88,16.89
-87.52,-10.89,16.63
-87.33,-10.89,16.88
-87.2,-10.88,16.88
-87.28,-10.88,16.89
-87.33,-10.89,16.72
-87.27,-10.88,16.82
-87.54,-10.88,16.79
-87.19,-10.88,16.84
-87.16,-10.88,16.98
-87.38,-10.89,16.81
-87.6,-10.89,16.78
-87.54,-10.88,16.9
-87.64,-10.89,16.63
-87.55,-10.88,16.87
-87.62,-10.89,16.79
-87.65,-10.89,16.73
-87.49,-10.88,16.74
-87.68,-10.89,16.67
-87.62,-10.89,16.74
-87.6,-10.89,16.78
-87.57,-10.88,16.72
-87.64,-10.89,16.74
-87.71,-10.88,16.74
-87.64,-10.88,16.81
-87.56,-10.88,16.9
-87.54,-10.88,16.88
-87.5,-10.88,16.81
-87.64,-10.89,16.75
-87.5,-10.88,16.8
-87.09,-10.88,17.18
-87.44,-10.88,17.01
-87.29,-10.88,17.07
-87.38,-10.88,17.16
-87.35,-10.88,17.18
-87.26,-10.88,17.1
-87.21,-10.88,17.19
-87.3,-10.88,17.15
-87.43,-10.87,17.21
-87.4,-10.88,17.07
-87.34,-10.88,17.15
-87.42,-10.88,17.17
-87.49,-10.88,17.12
-87.54,-10.88,17.13
-87.28,-10.88,17.16
-87.5,-10.88,17.09
-87.17,-10.88,17.15
-87.32,-10.88,17.01
-87.58,-10.88,17.01
-87.54,-10.88,17
-87.56,-10.88,16.89
-87.62,-10.88,16.96
-87.42,-10.88,17.06
-87.6,-10.88,16.93
-87.4,-10.88,17.04
-87.3,-10.88,17.07
-87.23,-10.88,17.08
-87.38,-10.88,17.16
-87.29,-10.88,17
-87.25,-10.88,17.21
-87.2,-10.87,17.15
-87.11,-10.88,17.08
-87.22,-10.88,17.16
-86.98,-10.88,17.28
-87.2,-10.88,17.06
-87.35,-10.88,17.12
-87.21,-10.88,17.1
-87.35,-10.88,17.04
-87.22,-10.88,17.11
-87.19,-10.88,17.2
-87.16,-10.88,17.03
-87.07,-10.88,17.2
-87.08,-10.88,17.16
-87.06,-10.88,17.14
-87.17,-10.88,17.09
-87.25,-10.88,17.06
-87.44,-10.88,17.08
-87.26,-10.88,17.14
-87.35,-10.88,17.24
-87.29,-10.88,17.2
-87.21,-10.88,17.12
-87.38,-10.88,17.13
-87.4,-10.88,17.18
-87.41,-10.88,17.05
-87.4,-10.88,17.04
-87.57,-10.88,17.04
-87.14,-10.88,17.27
-87.62,-10.88,16.98
-87.66,-10.88,17.07
-87.43,-10.88,17.06
-87.38,-10.88,16.98
-87.46,-10.88,17.25
-87.5,-10.88,17
-87.62,-10.89,16.85
-87.41,-10.88,17.06
-87.24,-10.88,17.06
-87.37,-10.88,17.05
-87.33,-10.88,17.16
-87.44,-10.88,16.94
-87.52,-10.88,17
-87.33,-10.88,17.05
-87.35,-10.88,17.15
-87.26,-10.88,17.08
-87.34,-10.88,17.03
-87.35,-10.88,17.17
-87.51,-10.88,17.1
-87.35,-10.88,17.16
-87.36,-10.88,17.16
-87.23,-10.88,16.99
-87.16,-10.88,17.06
-87.29,-10.88,17.07
-87.2,-10.88,17.11
-87.25,-10.88,17.11
-87.18,-10.88,17.12
-87.58,-10.88,16.99
-84.23,-10.86,18.07
-84.34,-10.86,18.16
-84.39,-10.86,18.14
-84.26,-10.86,18.1
-84.4,-10.86,18.17
-84.35,-10.86,18.14
-84.25,-10.86,18.1
-87.42,-10.88,16.86
-87.41,-10.88,16.89
-87.37,-10.89,16.8
-87.39,-10.88,16.95
-87.33,-10.88,16.98
-87.29,-10.88,17.03
-87.52,-10.89,16.69
-87.44,-10.89,16.79
-87.74,-10.88,16.84
-87.47,-10.88,16.75
-87.51,-10.89,16.84
-87.63,-10.88,16.87
-87.58,-10.88,16.81
-87.69,-10.89,16.84
-87.79,-10.89,16.76
-87.62,-10.89,16.73
-87.58,-10.89,16.76
-87.6,-10.89,16.69
-87.38,-10.88,16.97
-87.55,-10.88,16.81
-87.38,-10.89,16.76
-87.52,-10.88,16.81
-87.44,-10.88,16.8
-87.4,-10.88,16.88
-87.61,-10.89,16.69
-87.64,-10.89,16.71
-87.69,-10.89,16.58
-87.46,-10.88,16.84
-87.79,-10.89,16.68
-87.81,-10.88,16.81
-87.62,-10.88,16.9
-87.54,-10.88,16.82
-87.79,-10.89,16.64
-87.62,-10.89,16.82
-87.54,-10.88,16.73
-87.67,-10.88,16.88
-87.53,-10.88,16.95
-87.5,-10.89,16.79
-87.5,-10.88,16.91
-87.5,-10.88,17.11
-87.43,-10.88,16.89
-87.36,-10.88,16.91
-87.42,-10.88,16.96
-87.57,-10.88,16.83
-87.39,-10.88,16.95
-87.4,-10.88,16.93
-87.37,-10.88,16.85
-87.52,-10.89,16.71
-87.52,-10.88,16.9
-87.56,-10.88,16.88
-87.31,-10.88,16.91
-87.45,-10.88,16.94
-87.55,-10.88,16.92
-87.15,-10.88,17.1
-87.37,-10.88,16.9
-87.36,-10.88,17.08
-87.43,-10.88,16.94
-87.42,-10.88,17.03
-87.38,-10.88,16.87
-87.32,-10.88,16.91
-87.37,-10.88,16.84
-87.48,-10.88,16.9
-87.58,-10.88,16.8
-87.58,-10.89,16.75
-87.47,-10.88,16.96
-87.41,-10.88,16.9
-87.45,-10.88,16.87
-87.5,-10.88,16.93
-87.78,-10.88,16.78
-87.88,-10.89,16.48
-87.53,-10.88,16.76
-87.59,-10.89,16.63
-87.5,-10.88,17.09
-87.17,-10.88,17.15
-87.32,-10.88,17.01
-87.58,-10.88,17.01
-87.54,-10.88,17
-87.56,-10.88,16.89
-87.62,-10.88,16.96
-87.42,-10.88,17.06
-87.6,-10.88,16.93
-87.4,-10.88,17.04
-87.3,-10.88,17.07
-87.23,-10.88,17.08
-87.38,-10.88,17.16
-87.29,-10.88,17
-87.25,-10.88,17.21
-87.2,-10.87,17.15
-87.11,-10.88,17.08
-87.22,-10.88,17.16
-86.98,-10.88,17.28
-87.2,-10.88,17.06
-87.35,-10.88,17.12
-87.21,-10.88,17.1
-87.35,-10.88,17.04
-87.22,-10.88,17.11
-87.19,-10.88,17.2
-87.16,-10.88,17.03
-87.07,-10.88,17.2
-87.08,-10.88,17.16
-87.06,-10.88,17.14
-87.17,-10.88,17.09
-87.25,-10.88,17.06
-87.44,-10.88,17.08
-87.26,-10.88,17.14
-87.35,-10.88,17.24
-87.29,-10.88,17.2
-87.21,-10.88,17.12
-87.38,-10.88,17.13
-87.4,-10.88,17.18
-87.41,-10.88,17.05
-87.4,-10.88,17.04
-89.71,-10.89,16.57
-89.58,-10.88,16.9
-89.62,-10.89,16.66
-89.68,-10.88,16.87
-89.59,-10.88,16.81
-89.44,-10.88,16.97
-89.64,-10.88,16.95
-89.53,-10.88,16.99
-89.38,-10.88,16.87
-89.45,-10.88,17.08
-89.33,-10.88,17.23
-89.38,-10.88,17.07
-89.45,-10.88,17.01
-89.43,-10.88,17.13
-89.41,-10.88,16.97
-89.52,-10.88,16.9
-89.47,-10.88,16.97
-86.46,-10.88,17.23
-85.35,-10.87,17.34
-85.49,-10.88,16.85
-85.66,-10.89,16.59
-85.52,-10.88,16.83
-85.9,-10.89,16.45
-85.82,-10.89,16.82
-85.9,-10.89,16.61
-85.84,-10.89,16.54
-85.82,-10.89,16.64
-85.56,-10.89,16.81
-85.99,-10.89,16.47
-86.19,-10.89,16.43
-91.92,-10.91,15.69
-91.9,-10.92,15.4
-91.85,-10.92,15.45
-91.74,-10.92,15.66
-91.66,-10.91,15.57
-91.69,-10.91,15.55
-92.09,-10.91,15.47
-91.91,-10.91,15.59
-91.86,-10.91,15.67
-91.57,-10.9,15.84
-87.5,-10.88,16.82
-87.43,-10.88,16.96
-87.63,-10.89,16.63
-87.65,-10.88,16.74
-87.48,-10.89,16.74
-87.31,-10.88,16.93
-87.37,-10.88,16.94
-87.6,-10.89,16.63
-87.52,-10.88,16.71
-87.51,-10.88,16.75
-85.43,-10.88,17.29
-86.23,-10.89,16.82
-85.7,-10.88,17.02
-85.52,-10.88,17.04
-84.95,-10.87,17.71
-83.74,-10.87,17.81
-84.53,-10.88,17.19
-86.97,-10.89,16.5
-85.48,-10.89,16.67
-84.18,-10.89,16.57
-91.54,-10.91,15.86
-91.71,-10.91,15.63
-91.7,-10.91,15.69
-91.59,-10.91,15.64
-91.67,-10.91,15.63
-91.91,-10.92,15.58
-93.12,-10.93,14.92
-93.21,-10.92,15.21
-93,-10.92,15.17
-92.84,-10.92,15.35
-85.75,-10.89,16.63
-84.33,-10.87,17.4
-84.08,-10.87,17.9
-84.85,-10.87,17.65
-84.77,-10.87,17.91
-84.63,-10.87,17.74
-84.27,-10.87,17.85
-84.12,-10.87,17.79
-84.34,-10.87,17.85
-84.86,-10.87,17.69
-92.83,-10.91,15.65
-93.22,-10.92,15.19
-93.11,-10.92,15.21
-93.32,-10.93,15.11
-92.96,-10.92,15.19
-93.45,-10.96,14.23
-93.32,-10.93,14.96
-92.52,-10.92,15.39
-92.12,-10.92,15.33
-91.92,-10.91,15.63
-91.74,-10.9,16.28
-90.75,-10.89,16.63
-91.22,-10.89,16.43
-91.57,-10.91,16.01
-90.79,-10.89,16.61
-91,-10.89,16.58
-91.44,-10.9,16.14
-92.65,-10.92,15.63
-92.16,-10.92,15.77
-91.55,-10.9,16.43
-92.38,-10.92,15.36
-92.22,-10.93,15.09
-92.58,-10.92,15.28
-92.31,-10.92,15.28
-92.29,-10.92,15.37
-92.48,-10.92,15.37
-92.34,-10.93,15.16
-92.42,-10.94,14.76
-92.31,-10.92,15.31
-92.09,-10.92,15.49
-97.45,-11.02,12.83
-97.55,-11.03,12.49
-97.56,-11.02,12.67
-97.72,-11.02,12.78
-97.54,-11.03,12.63
-97.44,-11.02,12.74
-97.75,-11.03,12.48
-97.77,-11.04,12.26
-97.84,-11.05,12.11
-98.03,-11.06,12.02
-92.02,-10.9,16.26
-90.7,-10.88,17.06
-90.85,-10.89,16.78
-91.67,-10.91,16.01
-91.6,-10.9,16.38
-90.81,-10.88,17.31
-90.52,-10.88,17.1
-90.69,-10.88,16.9
-90.95,-10.89,16.55
-90.71,-10.89,16.69
-90.61,-10.89,16.8
-90.74,-10.89,16.8
-90.7,-10.88,16.9
-90.73,-10.89,16.74
-90.46,-10.88,16.9
-90.47,-10.88,17.13
-90.82,-10.89,16.59
-90.73,-10.89,16.64
-90.69,-10.88,16.98
-90.59,-10.89,16.78
-90.79,-10.89,16.7
-90.84,-10.88,16.82
-90.83,-10.89,16.57
-90.88,-10.89,16.55
-90.92,-10.89,16.55
-90.84,-10.89,16.6
-90.91,-10.89,16.61
-90.83,-10.89,16.6
-90.96,-10.89,16.71
-90.89,-10.89,16.64
-92.12,-10.91,15.71
-92.34,-10.91,15.61
-92.2,-10.91,15.62
-92.34,-10.92,15.5
-92.24,-10.92,15.39
-92.45,-10.93,14.93
-92.51,-10.93,15.11
-92.23,-10.92,15.44
-89.67,-10.92,15.27
-88.27,-10.92,15.33
-88.17,-10.92,15.35
-87.91,-10.92,15.55
-88.28,-10.92,15.4
-88.35,-10.92,15.21
-88.16,-10.92,15.42
-88.02,-10.93,15.14
-87.98,-10.92,15.55
-88.02,-10.92,15.41
-87.91,-10.92,15.25
-88.13,-10.92,15.44
-88.08,-10.91,15.62
-88.15,-10.92,15.38
-88.16,-10.92,15.49
-88.18,-10.91,15.61
-88.24,-10.92,15.38
-88.34,-10.92,15.4
-88.55,-10.94,14.88
-88.47,-10.94,14.98
-88.33,-10.92,15.25
-88.1,-10.92,15.39
-98.93,-11.03,12.42
-98.93,-11.03,12.53
-98.99,-11.03,12.4
-98.97,-11.04,12.38
-98.94,-11.04,12.36
-98.92,-11.03,12.61
-98.91,-11.03,12.55
-98.98,-11.05,12.21
-98.98,-11.04,12.53
-98.86,-11.03,12.53
-97.51,-11.03,12.49
-97.57,-11.02,12.6
-97.54,-11.03,12.7
-97.39,-11.02,12.72
-97.51,-11.03,12.62
-97.57,-11.03,12.55
-97.6,-11.03,12.55
-97.38,-11.02,12.85
-97.2,-11.01,12.88
-97.15,-11.01,13.05
-88.08,-10.92,15.45
-88.15,-10.92,15.25
-88.27,-10.92,15.5
-88.17,-10.92,15.46
-88.35,-10.93,15.15
-88.68,-10.92,15.35
-88.55,-10.93,15.12
-88.47,-10.92,15.22
-88.52,-10.93,15.16
-88.24,-10.92,15.18
-88.07,-10.93,15.19
-88.02,-10.92,15.26
-88.39,-10.92,15.21
-88.44,-10.93,15.02
-88.2,-10.92,15.28
-89.86,-10.92,15.39
-92.14,-10.9,15.93
-92.1,-10.9,15.98
-91.95,-10.9,16.1
-87.6,-10.89,16.71
-87.41,-10.88,16.92
-87.29,-10.88,16.91
-87.4,-10.89,16.67
-87.35,-10.88,16.92
-87.12,-10.89,16.77
-87.28,-10.88,16.86
-87.33,-10.88,16.97
-87.41,-10.89,16.87
-87.41,-10.89,16.79
-87.43,-10.89,16.76
-87.61,-10.89,16.64
-87.45,-10.88,16.85
-87.61,-10.89,16.66
-87.51,-10.88,16.87
-87.28,-10.88,17.06
-87.39,-10.88,16.82
-87.55,-10.88,16.89
-87.52,-10.89,16.63
-87.33,-10.89,16.88
-87.2,-10.88,16.88
-87.28,-10.88,16.89
-87.33,-10.89,16.72
-87.27,-10.88,16.82
-87.54,-10.88,16.79
-87.19,-10.88,16.84
-87.16,-10.88,16.98
-87.38,-10.89,16.81
-87.6,-10.89,16.78
-87.54,-10.88,16.9
-87.64,-10.89,16.63
-87.55,-10.88,16.87
-87.62,-10.89,16.79
-87.65,-10.89,16.73
-87.49,-10.88,16.74
-87.68,-10.89,16.67
-87.62,-10.89,16.74
-87.6,-10.89,16.78
-87.57,-10.88,16.72
-87.64,-10.89,16.74
-83.67,-10.87,17.82
-84.37,-10.86,17.9
-84.85,-10.87,17.77
-84.2,-10.87,17.84
-84.67,-10.87,17.94
-83.83,-10.87,17.74
-83.38,-10.86,18.16
-83.85,-10.87,17.89
-84.23,-10.87,17.76
-83.78,-10.86,17.83
-83.65,-10.86,18.14
-83.74,-10.87,17.95
-83.53,-10.86,18.13
-83.47,-10.86,18.04
-83.6,-10.87,17.71
-83.72,-10.87,17.87
-84.17,-10.87,17.69
-83.9,-10.87,17.85
-83.43,-10.86,18.05
-83.51,-10.86,17.97
-83.54,-10.87,17.88
-83.86,-10.87,17.94
-83.63,-10.86,18
-83.98,-10.86,17.86
-83.87,-10.87,17.88
-83.63,-10.87,17.77
-84.33,-10.87,17.62
-84.22,-10.87,17.65
-83.95,-10.87,17.75
-84.09,-10.87,17.79
-84.1,-10.87,17.66
-84.21,-10.87,17.73
-84.25,-10.87,17.66
-84,-10.87,17.43
-84.03,-10.87,17.63
-83.81,-10.87,17.66
-83.94,-10.87,17.79
-84.08,-10.87,17.69
-84.2,-10.87,17.61
-83.88,-10.86,17.95
-89.68,-10.88,16.86
-89.66,-10.88,16.84
-89.64,-10.88,16.83
-89.49,-10.88,16.92
-89.54,-10.88,16.9
-89.58,-10.89,16.6
-89.75,-10.89,16.62
-89.67,-10.88,16.8
-89.79,-10.89,16.57
-89.9,-10.89,16.63
-89.75,-10.88,16.76
-89.64,-10.89,16.59
-89.73,-10.89,16.56
-89.75,-10.89,16.85
-89.8,-10.89,16.63
-89.94,-10.89,16.62
-89.93,-10.89,16.69
-89.81,-10.89,16.64
-89.62,-10.88,16.69
-89.82,-10.89,16.91
-89.75,-10.89,16.67
-89.44,-10.88,16.94
