TIME,collisions,multicast,rx_bytes,rx_compressed,rx_crc_errors,rx_dropped,rx_errors,rx_fifo_errors,rx_frame_errors,rx_length_errors,rx_missed_errors,rx_nohandler,rx_over_errors,rx_packets,tx_aborted_errors,tx_bytes,tx_carrier_errors,tx_compressed,tx_dropped,tx_errors,tx_fifo_errors,tx_heartbeat_errors,tx_packets,tx_window_errors
06/29/2022_15:39:39,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5934321,0,0,63,0,0,0,48498,0
06/29/2022_15:42:53,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5935265,0,0,63,0,0,0,48506,0
06/29/2022_15:46:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5936445,0,0,63,0,0,0,48516,0
06/29/2022_15:49:20,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5937389,0,0,63,0,0,0,48524,0
06/29/2022_15:52:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5938451,0,0,63,0,0,0,48533,0
06/29/2022_15:55:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5939395,0,0,63,0,0,0,48541,0
06/29/2022_15:59:01,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5940693,0,0,63,0,0,0,48552,0
06/29/2022_16:02:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5941519,0,0,63,0,0,0,48559,0
06/29/2022_16:05:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5942699,0,0,63,0,0,0,48569,0
06/29/2022_16:08:42,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5943879,0,0,63,0,0,0,48579,0
06/29/2022_16:11:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5944705,0,0,63,0,0,0,48586,0
06/29/2022_16:15:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5945885,0,0,63,0,0,0,48596,0
06/29/2022_16:18:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5946711,0,0,63,0,0,0,48603,0
06/29/2022_16:21:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5947891,0,0,63,0,0,0,48613,0
06/29/2022_16:24:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5948835,0,0,63,0,0,0,48621,0
06/29/2022_16:28:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5950015,0,0,63,0,0,0,48631,0
06/29/2022_16:31:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5950841,0,0,63,0,0,0,48638,0
06/29/2022_16:34:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5952021,0,0,63,0,0,0,48648,0
06/29/2022_16:37:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5953201,0,0,63,0,0,0,48658,0
06/29/2022_16:40:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5954027,0,0,63,0,0,0,48665,0
06/29/2022_16:44:12,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5955325,0,0,63,0,0,0,48676,0
06/29/2022_16:47:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5956151,0,0,63,0,0,0,48683,0
06/29/2022_16:50:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5957449,0,0,63,0,0,0,48694,0
06/29/2022_16:53:53,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5958275,0,0,63,0,0,0,48701,0
06/29/2022_16:57:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5959573,0,0,63,0,0,0,48712,0
06/29/2022_17:00:20,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5960517,0,0,63,0,0,0,48720,0
06/29/2022_17:03:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5961815,0,0,63,0,0,0,48731,0
06/29/2022_17:06:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5962759,0,0,63,0,0,0,48739,0
06/29/2022_17:10:01,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5963939,0,0,63,0,0,0,48749,0
06/29/2022_17:13:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5965237,0,0,63,0,0,0,48760,0
06/29/2022_17:16:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5966063,0,0,63,0,0,0,48767,0
06/29/2022_17:19:42,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5967243,0,0,63,0,0,0,48777,0
06/29/2022_17:22:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5968187,0,0,63,0,0,0,48785,0
06/29/2022_17:26:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5969367,0,0,63,0,0,0,48795,0
06/29/2022_17:29:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5970193,0,0,63,0,0,0,48802,0
06/29/2022_17:32:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5971373,0,0,63,0,0,0,48812,0
06/29/2022_17:35:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5972553,0,0,63,0,0,0,48822,0
06/29/2022_17:39:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5973497,0,0,63,0,0,0,48830,0
06/29/2022_17:42:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5974677,0,0,63,0,0,0,48840,0
06/29/2022_17:45:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5975503,0,0,63,0,0,0,48847,0
06/29/2022_17:48:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5976683,0,0,63,0,0,0,48857,0
06/29/2022_17:51:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5977627,0,0,63,0,0,0,48865,0
06/29/2022_17:55:12,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5978689,0,0,63,0,0,0,48874,0
06/29/2022_17:58:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5979633,0,0,63,0,0,0,48882,0
06/29/2022_18:01:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5980813,0,0,63,0,0,0,48892,0
06/29/2022_18:04:53,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5981993,0,0,63,0,0,0,48902,0
06/29/2022_18:08:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5982937,0,0,63,0,0,0,48910,0
06/29/2022_18:11:20,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5984117,0,0,63,0,0,0,48920,0
06/29/2022_18:14:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5985061,0,0,63,0,0,0,48928,0
06/29/2022_18:17:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5986241,0,0,63,0,0,0,48938,0
06/29/2022_18:21:01,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5987067,0,0,63,0,0,0,48945,0
06/29/2022_18:24:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5988247,0,0,63,0,0,0,48955,0
06/29/2022_18:27:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5989191,0,0,63,0,0,0,48963,0
06/29/2022_18:30:42,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5990371,0,0,63,0,0,0,48973,0
06/29/2022_18:33:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5991551,0,0,63,0,0,0,48983,0
06/29/2022_18:37:09,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5992259,0,0,63,0,0,0,48989,0
06/29/2022_18:40:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5993557,0,0,63,0,0,0,49000,0
06/29/2022_18:43:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5994383,0,0,63,0,0,0,49007,0
06/29/2022_18:46:50,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5995563,0,0,63,0,0,0,49017,0
06/29/2022_18:50:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5996271,0,0,63,0,0,0,49023,0
06/29/2022_18:53:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5997569,0,0,63,0,0,0,49034,0
06/29/2022_18:56:31,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5998395,0,0,63,0,0,0,49041,0
06/29/2022_18:59:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,5999693,0,0,63,0,0,0,49052,0
06/29/2022_19:02:58,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6000637,0,0,63,0,0,0,49060,0
06/29/2022_19:06:12,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6001817,0,0,63,0,0,0,49070,0
06/29/2022_19:09:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6003115,0,0,63,0,0,0,49081,0
06/29/2022_19:12:39,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6003941,0,0,63,0,0,0,49088,0
06/29/2022_19:15:53,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6005121,0,0,63,0,0,0,49098,0
06/29/2022_19:19:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6005947,0,0,63,0,0,0,49105,0
06/29/2022_19:22:20,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6007127,0,0,63,0,0,0,49115,0
06/29/2022_19:25:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6007953,0,0,63,0,0,0,49122,0
06/29/2022_19:28:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6009251,0,0,63,0,0,0,49133,0
06/29/2022_19:32:01,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6010077,0,0,63,0,0,0,49140,0
06/29/2022_19:35:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6011375,0,0,63,0,0,0,49151,0
06/29/2022_19:38:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6012555,0,0,63,0,0,0,49161,0
06/29/2022_19:41:42,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6013617,0,0,63,0,0,0,49170,0
06/29/2022_19:44:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6014915,0,0,63,0,0,0,49181,0
06/29/2022_19:48:09,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6015741,0,0,63,0,0,0,49188,0
06/29/2022_19:51:23,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6016921,0,0,63,0,0,0,49198,0
06/29/2022_19:54:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6017747,0,0,63,0,0,0,49205,0
06/29/2022_19:57:50,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6018927,0,0,63,0,0,0,49215,0
06/29/2022_20:01:04,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6019753,0,0,63,0,0,0,49222,0
06/29/2022_20:04:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6020933,0,0,63,0,0,0,49232,0
06/29/2022_20:07:31,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6021759,0,0,63,0,0,0,49239,0
06/29/2022_20:10:45,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6022939,0,0,63,0,0,0,49249,0
06/29/2022_20:13:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6024237,0,0,63,0,0,0,49260,0
06/29/2022_20:17:12,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6025063,0,0,63,0,0,0,49267,0
06/29/2022_20:20:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6026361,0,0,63,0,0,0,49278,0
06/29/2022_20:23:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6027187,0,0,63,0,0,0,49285,0
06/29/2022_20:26:53,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6028485,0,0,63,0,0,0,49296,0
06/29/2022_20:30:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6029429,0,0,63,0,0,0,49304,0
06/29/2022_20:33:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6030609,0,0,63,0,0,0,49314,0
06/29/2022_20:36:34,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6031553,0,0,63,0,0,0,49322,0
06/29/2022_20:39:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6032733,0,0,63,0,0,0,49332,0
06/29/2022_20:43:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6033913,0,0,63,0,0,0,49342,0
06/29/2022_20:46:15,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6034739,0,0,63,0,0,0,49349,0
06/29/2022_20:49:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6036037,0,0,63,0,0,0,49360,0
06/29/2022_20:52:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6036863,0,0,63,0,0,0,49367,0
06/29/2022_20:55:56,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6038043,0,0,63,0,0,0,49377,0
06/29/2022_20:59:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6038869,0,0,63,0,0,0,49384,0
06/29/2022_21:02:24,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6040049,0,0,63,0,0,0,49394,0
06/29/2022_21:05:37,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6040875,0,0,63,0,0,0,49401,0
06/29/2022_21:08:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6042055,0,0,63,0,0,0,49411,0
06/29/2022_21:12:05,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6042881,0,0,63,0,0,0,49418,0
06/29/2022_21:15:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6044061,0,0,63,0,0,0,49428,0
06/29/2022_21:18:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6045359,0,0,63,0,0,0,49439,0
06/29/2022_21:21:46,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6046185,0,0,63,0,0,0,49446,0
06/29/2022_21:24:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6047365,0,0,63,0,0,0,49456,0
06/29/2022_21:28:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6048309,0,0,63,0,0,0,49464,0
06/29/2022_21:31:27,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6049489,0,0,63,0,0,0,49474,0
06/29/2022_21:34:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6050315,0,0,63,0,0,0,49481,0
06/29/2022_21:37:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6051613,0,0,63,0,0,0,49492,0
06/29/2022_21:41:08,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6052557,0,0,63,0,0,0,49501,0
06/29/2022_21:44:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6053501,0,0,63,0,0,0,49508,0
06/29/2022_21:47:35,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6054799,0,0,63,0,0,0,49519,0
06/29/2022_21:50:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6055743,0,0,63,0,0,0,49527,0
06/29/2022_21:54:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6056923,0,0,63,0,0,0,49537,0
06/29/2022_21:57:16,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6057749,0,0,63,0,0,0,49544,0
06/29/2022_22:00:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6059047,0,0,63,0,0,0,49555,0
06/29/2022_22:03:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6059991,0,0,63,0,0,0,49563,0
06/29/2022_22:06:57,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6061171,0,0,63,0,0,0,49573,0
06/29/2022_22:10:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6062469,0,0,63,0,0,0,49584,0
06/29/2022_22:13:24,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6063295,0,0,63,0,0,0,49591,0
06/29/2022_22:16:38,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6064475,0,0,63,0,0,0,49601,0
06/29/2022_22:19:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6065301,0,0,63,0,0,0,49608,0
06/29/2022_22:23:05,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6066599,0,0,63,0,0,0,49619,0
06/29/2022_22:26:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6067307,0,0,63,0,0,0,49625,0
06/29/2022_22:29:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6068605,0,0,63,0,0,0,49636,0
06/29/2022_22:32:46,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6069431,0,0,63,0,0,0,49643,0
06/29/2022_22:35:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6070611,0,0,63,0,0,0,49653,0
06/29/2022_22:39:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6071555,0,0,63,0,0,0,49661,0
06/29/2022_22:42:26,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6072853,0,0,63,0,0,0,49672,0
06/29/2022_22:45:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6074033,0,0,63,0,0,0,49682,0
06/29/2022_22:48:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6074859,0,0,63,0,0,0,49689,0
06/29/2022_22:52:07,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6076039,0,0,63,0,0,0,49700,0
06/29/2022_22:55:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6076865,0,0,63,0,0,0,49706,0
06/29/2022_22:58:35,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6078163,0,0,63,0,0,0,49717,0
06/29/2022_23:01:48,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6078989,0,0,63,0,0,0,49724,0
06/29/2022_23:05:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6080287,0,0,63,0,0,0,49735,0
06/29/2022_23:08:16,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6081113,0,0,63,0,0,0,49742,0
06/29/2022_23:11:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6082175,0,0,63,0,0,0,49751,0
06/29/2022_23:14:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6083001,0,0,63,0,0,0,49758,0
06/29/2022_23:17:57,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6084181,0,0,63,0,0,0,49768,0
06/29/2022_23:21:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6085479,0,0,63,0,0,0,49779,0
06/29/2022_23:24:24,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6086305,0,0,63,0,0,0,49786,0
06/29/2022_23:27:38,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6087485,0,0,63,0,0,0,49796,0
06/29/2022_23:30:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6088429,0,0,63,0,0,0,49804,0
06/29/2022_23:34:05,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6089727,0,0,63,0,0,0,49815,0
06/29/2022_23:37:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6090553,0,0,63,0,0,0,49822,0
06/29/2022_23:40:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6091615,0,0,63,0,0,0,49831,0
06/29/2022_23:43:46,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6092441,0,0,63,0,0,0,49838,0
06/29/2022_23:47:00,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6093621,0,0,63,0,0,0,49848,0
06/29/2022_23:50:13,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6094801,0,0,63,0,0,0,49858,0
06/29/2022_23:53:27,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6095745,0,0,63,0,0,0,49866,0
06/29/2022_23:56:40,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6096925,0,0,63,0,0,0,49876,0
06/29/2022_23:59:54,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6097869,0,0,63,0,0,0,49884,0
06/30/2022_00:03:08,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6098931,0,0,63,0,0,0,49893,0
06/30/2022_00:06:21,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6099875,0,0,63,0,0,0,49901,0
06/30/2022_00:09:35,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6101055,0,0,63,0,0,0,49911,0
06/30/2022_00:12:49,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6101999,0,0,63,0,0,0,49919,0
06/30/2022_00:16:02,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6103179,0,0,63,0,0,0,49929,0
06/30/2022_00:19:16,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6104241,0,0,63,0,0,0,49938,0
06/30/2022_00:22:29,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6105185,0,0,63,0,0,0,49946,0
06/30/2022_00:25:43,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6106365,0,0,63,0,0,0,49956,0
06/30/2022_00:28:57,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6107191,0,0,63,0,0,0,49963,0
06/30/2022_00:32:10,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6108371,0,0,63,0,0,0,49973,0
06/30/2022_00:35:24,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6109197,0,0,63,0,0,0,49980,0
06/30/2022_00:38:38,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6110495,0,0,63,0,0,0,49991,0
06/30/2022_00:41:51,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6111321,0,0,63,0,0,0,49998,0
06/30/2022_00:45:05,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6112619,0,0,63,0,0,0,50009,0
06/30/2022_00:48:18,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6113917,0,0,63,0,0,0,50020,0
06/30/2022_00:51:32,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6114743,0,0,63,0,0,0,50027,0
06/30/2022_00:54:46,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6116041,0,0,63,0,0,0,50038,0
06/30/2022_00:57:59,0,0,294939,0,0,0,0,0,0,0,0,0,0,2973,0,6116867,0,0,63,0,0,0,50045,0
