TIME,rmnet_data0_tx,rndis0_tx,wlan0_tx,wlan1_tx,br0_tx,br0_wlan0_tx,br0_wlan1_tx,rmnet_data0_rx,rndis0_rx,wlan0_rx,wlan1_rx,br0_rx,br0_wlan0_rx,br0_wlan1_rx,nf_count,modem_ipv4_tx,modem_ipv6_tx,ipv4_rx,ipv6_rx,ipv4_lc_tx,ipv6_lc_tx,ipv4_lc_rx,ipv6_lc_rx,ipv4_pkt_tx,ipv6_pkt_tx,ipv4_pkt_rx,ipv6_pkt_rx,ipv4_pkt_tx_err,ipv6_pkt_tx_err,ipv4_pkt_rx_err,ipv6_pkt_rx_err,ipv4_pkt_tx_ofl,ipv6_pkt_tx_ofl,ipv4_pkt_rx_ofl,ipv6_pkt_rx_ofl
06/29/2022_18:37:09,5862322,0,5992259,11062251,11749584,5992259,11062251,75521140,0,294939,4852264,5147203,294939,4852264,13,209429060,209429060,2101769262,2101769262,0,0,0,0,1093917,1093917,2102464,2102464,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:40:22,5862322,0,5993557,11063549,11750882,5993557,11063549,75521140,0,294939,4852264,5147203,294939,4852264,14,209429060,209429060,2101769262,2101769262,0,0,0,0,1093917,1093917,2102464,2102464,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:43:36,5862322,0,5994383,11064375,11751708,5994383,11064375,75521140,0,294939,4852264,5147203,294939,4852264,14,209429060,209429060,2101769262,2101769262,0,0,0,0,1093917,1093917,2102464,2102464,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:46:50,5863544,0,5995563,11065555,11752888,5995563,11065555,75521310,0,294939,4852264,5147203,294939,4852264,13,209430282,209430282,2101769432,2101769432,0,0,0,0,1093919,1093919,2102466,2102466,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:50:03,5863544,0,5996271,11066263,11753596,5996271,11066263,75521310,0,294939,4852264,5147203,294939,4852264,13,209430282,209430282,2101769432,2101769432,0,0,0,0,1093919,1093919,2102466,2102466,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:53:17,5863544,0,5997569,11067561,11754894,5997569,11067561,75521310,0,294939,4852264,5147203,294939,4852264,15,209430282,209430282,2101769432,2101769432,0,0,0,0,1093919,1093919,2102466,2102466,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:56:31,5863544,0,5998395,11068387,11755720,5998395,11068387,75521310,0,294939,4852264,5147203,294939,4852264,12,209430282,209430282,2101769432,2101769432,0,0,0,0,1093919,1093919,2102466,2102466,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_18:59:44,5864764,0,5999693,11069685,11757018,5999693,11069685,75521480,0,294939,4852264,5147203,294939,4852264,12,209431502,209431502,2101769602,2101769602,0,0,0,0,1093921,1093921,2102468,2102468,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:02:58,5864764,0,6000637,11070629,11757962,6000637,11070629,75521480,0,294939,4852264,5147203,294939,4852264,13,209431502,209431502,2101769602,2101769602,0,0,0,0,1093921,1093921,2102468,2102468,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:06:11,5864973,0,6001817,11071809,11759142,6001817,11071809,75521650,0,294939,4852264,5147203,294939,4852264,13,209431711,209431711,2101769772,2101769772,0,0,0,0,1093923,1093923,2102470,2102470,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:09:25,5864973,0,6003115,11073107,11760440,6003115,11073107,75521650,0,294939,4852264,5147203,294939,4852264,14,209431711,209431711,2101769772,2101769772,0,0,0,0,1093923,1093923,2102470,2102470,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:12:39,5864973,0,6003941,11073933,11761266,6003941,11073933,75521650,0,294939,4852264,5147203,294939,4852264,12,209431711,209431711,2101769772,2101769772,0,0,0,0,1093923,1093923,2102470,2102470,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:15:52,5866195,0,6005121,11075113,11762446,6005121,11075113,75521820,0,294939,4852264,5147203,294939,4852264,14,209432933,209432933,2101769942,2101769942,0,0,0,0,1093925,1093925,2102472,2102472,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:19:06,5866195,0,6005947,11075939,11763272,6005947,11075939,75521820,0,294939,4852264,5147203,294939,4852264,13,209432933,209432933,2101769942,2101769942,0,0,0,0,1093925,1093925,2102472,2102472,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:22:20,5866195,0,6007127,11077119,11764452,6007127,11077119,75521820,0,294939,4852264,5147203,294939,4852264,15,209432933,209432933,2101769942,2101769942,0,0,0,0,1093925,1093925,2102472,2102472,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:25:33,5866195,0,6007953,11077945,11765278,6007953,11077945,75521820,0,294939,4852264,5147203,294939,4852264,12,209432933,209432933,2101769942,2101769942,0,0,0,0,1093925,1093925,2102472,2102472,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:28:47,5867415,0,6009251,11079243,11766576,6009251,11079243,75521990,0,294939,4852264,5147203,294939,4852264,13,209434153,209434153,2101770112,2101770112,0,0,0,0,1093927,1093927,2102474,2102474,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:32:01,5867624,0,6010077,11080069,11767402,6010077,11080069,75522160,0,294939,4852264,5147203,294939,4852264,14,209434362,209434362,2101770282,2101770282,0,0,0,0,1093929,1093929,2102476,2102476,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:35:14,5867624,0,6011375,11081367,11768700,6011375,11081367,75522160,0,294939,4852264,5147203,294939,4852264,13,209434362,209434362,2101770282,2101770282,0,0,0,0,1093929,1093929,2102476,2102476,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:38:28,5867624,0,6012437,11082429,11769762,6012437,11082429,75522160,0,294939,4852264,5147203,294939,4852264,15,209434362,209434362,2101770282,2101770282,0,0,0,0,1093929,1093929,2102476,2102476,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:41:42,5867624,0,6013617,11083609,11770942,6013617,11083609,75522160,0,294939,4852264,5147203,294939,4852264,12,209434362,209434362,2101770282,2101770282,0,0,0,0,1093929,1093929,2102476,2102476,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:44:55,5868844,0,6014915,11084907,11772240,6014915,11084907,75522330,0,294939,4852264,5147203,294939,4852264,14,209435582,209435582,2101770452,2101770452,0,0,0,0,1093931,1093931,2102478,2102478,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:48:09,5868844,0,6015741,11085733,11773066,6015741,11085733,75522330,0,294939,4852264,5147203,294939,4852264,15,209435582,209435582,2101770452,2101770452,0,0,0,0,1093931,1093931,2102478,2102478,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:51:22,5868844,0,6016921,11086913,11774246,6016921,11086913,75522330,0,294939,4852264,5147203,294939,4852264,14,209435582,209435582,2101770452,2101770452,0,0,0,0,1093931,1093931,2102478,2102478,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:54:36,5868844,0,6017747,11087739,11775072,6017747,11087739,75522330,0,294939,4852264,5147203,294939,4852264,12,209435582,209435582,2101770452,2101770452,0,0,0,0,1093931,1093931,2102478,2102478,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_19:57:50,5868844,0,6018927,11088919,11776252,6018927,11088919,75522330,0,294939,4852264,5147203,294939,4852264,12,209435582,209435582,2101770452,2101770452,0,0,0,0,1093931,1093931,2102478,2102478,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:01:03,5870273,0,6019753,11089745,11777078,6019753,11089745,75522670,0,294939,4852264,5147203,294939,4852264,13,209437011,209437011,2101770792,2101770792,0,0,0,0,1093935,1093935,2102482,2102482,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:04:17,5870273,0,6020933,11090925,11778258,6020933,11090925,75522670,0,294939,4852264,5147203,294939,4852264,13,209437011,209437011,2101770792,2101770792,0,0,0,0,1093935,1093935,2102482,2102482,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:07:31,5870273,0,6021759,11091751,11779084,6021759,11091751,75522670,0,294939,4852264,5147203,294939,4852264,13,209437011,209437011,2101770792,2101770792,0,0,0,0,1093935,1093935,2102482,2102482,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:10:44,5870273,0,6022939,11092931,11780264,6022939,11092931,75522670,0,294939,4852264,5147203,294939,4852264,12,209437011,209437011,2101770792,2101770792,0,0,0,0,1093935,1093935,2102482,2102482,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:13:58,5871493,0,6024237,11094229,11781562,6024237,11094229,75522840,0,294939,4852264,5147203,294939,4852264,14,209438231,209438231,2101770962,2101770962,0,0,0,0,1093937,1093937,2102484,2102484,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:17:12,5871493,0,6025063,11095055,11782388,6025063,11095055,75522840,0,294939,4852264,5147203,294939,4852264,13,209438231,209438231,2101770962,2101770962,0,0,0,0,1093937,1093937,2102484,2102484,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:20:25,5871493,0,6026361,11096353,11783686,6026361,11096353,75522840,0,294939,4852264,5147203,294939,4852264,14,209438231,209438231,2101770962,2101770962,0,0,0,0,1093937,1093937,2102484,2102484,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:23:39,5871493,0,6027187,11097179,11784512,6027187,11097179,75522840,0,294939,4852264,5147203,294939,4852264,14,209438231,209438231,2101770962,2101770962,0,0,0,0,1093937,1093937,2102484,2102484,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:26:53,5871493,0,6028485,11098477,11785810,6028485,11098477,75522840,0,294939,4852264,5147203,294939,4852264,12,209438231,209438231,2101770962,2101770962,0,0,0,0,1093937,1093937,2102484,2102484,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:30:06,5872922,0,6029429,11099421,11786754,6029429,11099421,75523180,0,294939,4852264,5147203,294939,4852264,13,209439660,209439660,2101771302,2101771302,0,0,0,0,1093941,1093941,2102488,2102488,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:33:20,5872922,0,6030609,11100601,11787934,6030609,11100601,75523180,0,294939,4852264,5147203,294939,4852264,15,209439660,209439660,2101771302,2101771302,0,0,0,0,1093941,1093941,2102488,2102488,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:36:34,5872922,0,6031553,11101545,11788878,6031553,11101545,75523180,0,294939,4852264,5147203,294939,4852264,12,209439660,209439660,2101771302,2101771302,0,0,0,0,1093941,1093941,2102488,2102488,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:39:48,5872922,0,6032733,11102725,11790058,6032733,11102725,75523180,0,294939,4852264,5147203,294939,4852264,12,209439660,209439660,2101771302,2101771302,0,0,0,0,1093941,1093941,2102488,2102488,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:43:01,5872922,0,6033913,11103905,11791238,6033913,11103905,75523180,0,294939,4852264,5147203,294939,4852264,14,209439660,209439660,2101771302,2101771302,0,0,0,0,1093941,1093941,2102488,2102488,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:46:15,5874142,0,6034739,11104731,11792064,6034739,11104731,75523278,0,294939,4852264,5147203,294939,4852264,13,209440880,209440880,2101771400,2101771400,0,0,0,0,1093943,1093943,2102489,2102489,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:49:28,5874142,0,6036037,11106029,11793362,6036037,11106029,75523278,0,294939,4852264,5147203,294939,4852264,14,209440880,209440880,2101771400,2101771400,0,0,0,0,1093943,1093943,2102489,2102489,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:52:42,5874142,0,6036863,11106855,11794188,6036863,11106855,75523278,0,294939,4852264,5147203,294939,4852264,13,209440880,209440880,2101771400,2101771400,0,0,0,0,1093943,1093943,2102489,2102489,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:55:56,5874351,0,6038043,11108035,11795368,6038043,11108035,75523376,0,294939,4852264,5147203,294939,4852264,12,209441089,209441089,2101771498,2101771498,0,0,0,0,1093945,1093945,2102490,2102490,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_20:59:09,5875572,0,6038869,11108861,11796194,6038869,11108861,75523546,0,294939,4852264,5147203,294939,4852264,14,209442310,209442310,2101771668,2101771668,0,0,0,0,1093947,1093947,2102492,2102492,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:02:23,5875572,0,6040049,11110041,11797374,6040049,11110041,75523546,0,294939,4852264,5147203,294939,4852264,13,209442310,209442310,2101771668,2101771668,0,0,0,0,1093947,1093947,2102492,2102492,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:05:37,5875572,0,6040875,11110867,11798200,6040875,11110867,75523546,0,294939,4852264,5147203,294939,4852264,12,209442310,209442310,2101771668,2101771668,0,0,0,0,1093947,1093947,2102492,2102492,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:08:51,5875572,0,6042055,11112047,11799380,6042055,11112047,75523546,0,294939,4852264,5147203,294939,4852264,12,209442310,209442310,2101771668,2101771668,0,0,0,0,1093947,1093947,2102492,2102492,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:12:04,5875572,0,6042881,11112873,11800206,6042881,11112873,75523546,0,294939,4852264,5147203,294939,4852264,13,209442310,209442310,2101771668,2101771668,0,0,0,0,1093947,1093947,2102492,2102492,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:15:18,5876792,0,6044061,11114053,11801386,6044061,11114053,75523716,0,294939,4852264,5147203,294939,4852264,12,209443530,209443530,2101771838,2101771838,0,0,0,0,1093949,1093949,2102494,2102494,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:18:31,5876792,0,6045359,11115351,11802684,6045359,11115351,75523716,0,294939,4852264,5147203,294939,4852264,17,209443530,209443530,2101771838,2101771838,0,0,0,0,1093949,1093949,2102494,2102494,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:21:45,5876792,0,6046185,11116177,11803510,6046185,11116177,75523716,0,294939,4852264,5147203,294939,4852264,12,209443530,209443530,2101771838,2101771838,0,0,0,0,1093949,1093949,2102494,2102494,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:24:59,5877001,0,6047365,11117357,11804690,6047365,11117357,75523886,0,294939,4852264,5147203,294939,4852264,13,209443739,209443739,2101772008,2101772008,0,0,0,0,1093951,1093951,2102496,2102496,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:28:12,5877001,0,6048309,11118301,11805634,6048309,11118301,75523886,0,294939,4852264,5147203,294939,4852264,16,209443739,209443739,2101772008,2101772008,0,0,0,0,1093951,1093951,2102496,2102496,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:31:26,5878221,0,6049489,11119481,11806814,6049489,11119481,75524056,0,294939,4852264,5147203,294939,4852264,13,209444959,209444959,2101772178,2101772178,0,0,0,0,1093953,1093953,2102498,2102498,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:34:40,5878221,0,6050315,11120307,11807640,6050315,11120307,75524056,0,294939,4852264,5147203,294939,4852264,11,209444959,209444959,2101772178,2101772178,0,0,0,0,1093953,1093953,2102498,2102498,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:37:53,5878221,0,6051613,11121605,11808938,6051613,11121605,75524056,0,294939,4852264,5147203,294939,4852264,13,209444959,209444959,2101772178,2101772178,0,0,0,0,1093953,1093953,2102498,2102498,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:41:07,5878221,0,6052557,11122549,11809882,6052557,11122549,75524056,0,294939,4852264,5147203,294939,4852264,14,209444959,209444959,2101772178,2101772178,0,0,0,0,1093953,1093953,2102498,2102498,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:44:21,5879443,0,6053501,11123493,11810826,6053501,11123493,75524226,0,294939,4852264,5147203,294939,4852264,13,209446181,209446181,2101772348,2101772348,0,0,0,0,1093955,1093955,2102500,2102500,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:47:34,5879443,0,6054799,11124791,11812124,6054799,11124791,75524226,0,294939,4852264,5147203,294939,4852264,14,209446181,209446181,2101772348,2101772348,0,0,0,0,1093955,1093955,2102500,2102500,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:50:48,5879443,0,6055743,11125735,11813068,6055743,11125735,75524226,0,294939,4852264,5147203,294939,4852264,12,209446181,209446181,2101772348,2101772348,0,0,0,0,1093955,1093955,2102500,2102500,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:54:01,5879736,0,6056923,11126915,11814248,6056923,11126915,75524494,0,294939,4852264,5147203,294939,4852264,14,209446474,209446474,2101772616,2101772616,0,0,0,0,1093958,1093958,2102503,2102503,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_21:57:15,5879736,0,6057749,11127741,11815074,6057749,11127741,75524638,0,294939,4852264,5147203,294939,4852264,13,209446474,209446474,2101772712,2101772712,0,0,0,0,1093958,1093958,2102504,2102504,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:00:29,5880956,0,6059047,11129039,11816372,6059047,11129039,75524808,0,294939,4852264,5147203,294939,4852264,13,209447694,209447694,2101772882,2101772882,0,0,0,0,1093960,1093960,2102506,2102506,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:03:42,5880956,0,6059991,11129983,11817316,6059991,11129983,75524808,0,294939,4852264,5147203,294939,4852264,13,209447694,209447694,2101772882,2101772882,0,0,0,0,1093960,1093960,2102506,2102506,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:06:56,5880956,0,6061171,11131163,11818496,6061171,11131163,75524808,0,294939,4852264,5147203,294939,4852264,12,209447694,209447694,2101772882,2101772882,0,0,0,0,1093960,1093960,2102506,2102506,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:10:10,5880956,0,6062469,11132461,11819794,6062469,11132461,75524808,0,294939,4852264,5147203,294939,4852264,14,209447694,209447694,2101772882,2101772882,0,0,0,0,1093960,1093960,2102506,2102506,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:13:23,5880956,0,6063295,11133287,11820620,6063295,11133287,75524808,0,294939,4852264,5147203,294939,4852264,15,209447694,209447694,2101772882,2101772882,0,0,0,0,1093960,1093960,2102506,2102506,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:16:37,5882177,0,6064475,11134467,11821800,6064475,11134467,75524978,0,294939,4852264,5147203,294939,4852264,13,209448915,209448915,2101773052,2101773052,0,0,0,0,1093962,1093962,2102508,2102508,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:19:51,5882386,0,6065301,11135293,11822626,6065301,11135293,75525148,0,294939,4852264,5147203,294939,4852264,12,209449124,209449124,2101773222,2101773222,0,0,0,0,1093964,1093964,2102510,2102510,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:23:04,5882386,0,6066599,11136591,11823924,6066599,11136591,75525148,0,294939,4852264,5147203,294939,4852264,15,209449124,209449124,2101773222,2101773222,0,0,0,0,1093964,1093964,2102510,2102510,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:26:18,5882386,0,6067307,11137299,11824632,6067307,11137299,75525148,0,294939,4852264,5147203,294939,4852264,13,209449124,209449124,2101773222,2101773222,0,0,0,0,1093964,1093964,2102510,2102510,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:29:31,5884754,0,6068605,11138597,11825930,6068605,11138597,75525402,0,294939,4852264,5147203,294939,4852264,15,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:32:45,5884754,0,6069431,11139423,11826756,6069431,11139423,75525402,0,294939,4852264,5147203,294939,4852264,11,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:35:59,5884754,0,6070611,11140603,11827936,6070611,11140603,75525402,0,294939,4852264,5147203,294939,4852264,12,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:39:12,5884754,0,6071555,11141547,11828880,6071555,11141547,75525402,0,294939,4852264,5147203,294939,4852264,13,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:42:26,5884754,0,6072853,11142845,11830178,6072853,11142845,75525402,0,294939,4852264,5147203,294939,4852264,13,209451492,209451492,2101773476,2101773476,0,0,0,0,1093967,1093967,2102513,2102513,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:45:39,5885974,0,6074033,11144025,11831358,6074033,11144025,75525572,0,294939,4852264,5147203,294939,4852264,13,209452712,209452712,2101773646,2101773646,0,0,0,0,1093969,1093969,2102515,2102515,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:48:53,5886183,0,6074859,11144851,11832184,6074859,11144851,75525742,0,294939,4852264,5147203,294939,4852264,13,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:52:07,5886183,0,6076039,11146031,11833364,6076039,11146031,75525742,0,294939,4852264,5147203,294939,4852264,14,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:55:21,5886183,0,6076865,11146857,11834190,6076865,11146857,75525742,0,294939,4852264,5147203,294939,4852264,12,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_22:58:34,5886183,0,6078163,11148155,11835488,6078163,11148155,75525742,0,294939,4852264,5147203,294939,4852264,17,209452921,209452921,2101773816,2101773816,0,0,0,0,1093971,1093971,2102517,2102517,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:01:48,5887403,0,6078989,11148981,11836314,6078989,11148981,75525912,0,294939,4852264,5147203,294939,4852264,12,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:05:01,5887403,0,6080287,11150279,11837612,6080287,11150279,75525912,0,294939,4852264,5147203,294939,4852264,13,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:08:15,5887403,0,6081113,11151105,11838438,6081113,11151105,75525912,0,294939,4852264,5147203,294939,4852264,16,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:11:29,5887403,0,6082175,11152167,11839500,6082175,11152167,75525912,0,294939,4852264,5147203,294939,4852264,13,209454141,209454141,2101773986,2101773986,0,0,0,0,1093973,1093973,2102519,2102519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:14:42,5888623,0,6083001,11152993,11840326,6083001,11152993,75526082,0,294939,4852264,5147203,294939,4852264,12,209455361,209455361,2101774156,2101774156,0,0,0,0,1093975,1093975,2102521,2102521,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:17:56,5888832,0,6084181,11154173,11841506,6084181,11154173,75526180,0,294939,4852264,5147203,294939,4852264,12,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:21:10,5888832,0,6085479,11155471,11842804,6085479,11155471,75526180,0,294939,4852264,5147203,294939,4852264,14,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:24:23,5888832,0,6086305,11156297,11843630,6086305,11156297,75526180,0,294939,4852264,5147203,294939,4852264,13,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:27:37,5888832,0,6087485,11157477,11844810,6087485,11157477,75526180,0,294939,4852264,5147203,294939,4852264,14,209455570,209455570,2101774254,2101774254,0,0,0,0,1093977,1093977,2102522,2102522,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
06/29/2022_23:30:51,5890052,0,6088429,11158421,11845754,6088429,11158421,75526350,0,294939,4852264,5147203,294939,4852264,12,209456790,209456790,2101774424,2101774424,0,0,0,0,1093979,1093979,2102524,2102524,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
