TIME,Device_Temp,Modem_Tech,SNR,RSRP,Bandwidth,B0:pci,B0:band,B0:status,B0:bandwidth,B1:pci,B1:band,B1:status,B1:bandwidth,B2:pci,B2:band,B2:status,B2:bandwidth,B3:pci,B3:band,B3:status,B3:bandwidth,B4:pci,B4:band,B4:status,B4:bandwidth,B5:pci,B5:band,B5:status,B5:bandwidth,B6:pci,B6:band,B6:status,B6:bandwidth,B7:pci,B7:band,B7:status,B7:bandwidth,B8:pci,B8:band,B8:status,B8:bandwidth,B9:pci,B9:band,B9:status,B9:bandwidth
06/29/2022_19:51:22,28988,10(LTE),0,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_19:54:35,28953,10(LTE),2,-114,-114,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_19:57:49,28920,10(LTE),1,-112,-112,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:01:02,28994,10(LTE),1,-112,-112,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:04:16,28938,10(LTE),1,-113,-113,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:07:30,28932,10(LTE),1,-112,-112,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:10:43,28926,10(LTE),1,-112,-112,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:13:57,29027,15(NR5G),2,-105,-105,20,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:17:11,28881,10(LTE),0,-112,-112,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:20:24,28840,10(LTE),0,-111,-111,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:23:38,28810,10(LTE),2,-111,-111,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:26:52,28825,10(LTE),3,-110,-110,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:30:06,28875,10(LTE),2,-111,-111,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:33:19,28848,10(LTE),2,-111,-111,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:36:33,28813,10(LTE),0,-111,-111,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:39:47,28756,10(LTE),0,-111,-111,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:43:00,28744,10(LTE),0,-112,-112,15,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:46:14,28756,10(LTE),1,-114,-114,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:49:27,28783,10(LTE),0,-114,-114,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:52:41,28792,10(LTE),1,-114,-114,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
06/29/2022_20:55:55,28881,10(LTE),-1,-114,-114,10,308,2,875,2,4,0,0,0,0,350,66,66736,0,3,0,0,0,0
