TIME,rmnet_data0_tx,rndis0_tx,wlan0_tx,wlan1_tx,br0_tx,br0_wlan0_tx,br0_wlan1_tx,modem_ipv4_tx,modem_ipv6_tx,rmnet_data0_rx,rndis0_rx,wlan0_rx,wlan1_rx,br0_rx,br0_wlan0_rx,br0_wlan1_rx,modem_ipv4_rx,modem_ipv6_rx,nf_count
06/30/2022_04:24:31,5915530,0,6184835,11254827,11942160,6184835,11254827,209482268,209482268,75531450,0,294939,4852264,5147203,294939,4852264,2101779476,2101779476,13
06/30/2022_04:27:45,5915530,0,6186133,11256125,11943458,6186133,11256125,209482268,209482268,75531450,0,294939,4852264,5147203,294939,4852264,2101779476,2101779476,14
06/30/2022_04:30:58,5916750,0,6186959,11256951,11944284,6186959,11256951,209483488,209483488,75531620,0,294939,4852264,5147203,294939,4852264,2101779646,2101779646,12
06/30/2022_04:34:12,5916750,0,6188139,11258131,11945464,6188139,11258131,209483488,209483488,75531620,0,294939,4852264,5147203,294939,4852264,2101779646,2101779646,12
06/30/2022_04:37:25,5916750,0,6189083,11259075,11946408,6189083,11259075,209483488,209483488,75531620,0,294939,4852264,5147203,294939,4852264,2101779646,2101779646,14
06/30/2022_04:40:39,5916750,0,6190263,11260255,11947588,6190263,11260255,209483488,209483488,75531620,0,294939,4852264,5147203,294939,4852264,2101779646,2101779646,14
06/30/2022_04:43:53,5918054,0,6191443,11261435,11948768,6191443,11261435,209484792,209484792,75531888,0,294939,4852264,5147203,294939,4852264,2101779914,2101779914,15
06/30/2022_04:47:06,5918054,0,6192269,11262261,11949594,6192269,11262261,209484792,209484792,75531888,0,294939,4852264,5147203,294939,4852264,2101779914,2101779914,11
06/30/2022_04:50:20,5918054,0,6193449,11263441,11950774,6193449,11263441,209484792,209484792,75531888,0,294939,4852264,5147203,294939,4852264,2101779914,2101779914,13
06/30/2022_04:53:33,5918263,0,6194393,11264385,11951718,6194393,11264385,209485001,209485001,75532058,0,294939,4852264,5147203,294939,4852264,2101780084,2101780084,15
06/30/2022_04:56:47,5918263,0,6195573,11265565,11952898,6195573,11265565,209485001,209485001,75532058,0,294939,4852264,5147203,294939,4852264,2101780084,2101780084,13
06/30/2022_05:00:01,5919483,0,6196399,11266391,11953724,6196399,11266391,209486221,209486221,75532228,0,294939,4852264,5147203,294939,4852264,2101780254,2101780254,12
06/30/2022_05:03:14,5919483,0,6197697,11267689,11955022,6197697,11267689,209486221,209486221,75532228,0,294939,4852264,5147203,294939,4852264,2101780254,2101780254,14
06/30/2022_05:06:28,5919483,0,6198877,11268869,11956202,6198877,11268869,209486221,209486221,75532228,0,294939,4852264,5147203,294939,4852264,2101780254,2101780254,13
06/30/2022_05:09:41,5919483,0,6199821,11269813,11957146,6199821,11269813,209486221,209486221,75532228,0,294939,4852264,5147203,294939,4852264,2101780254,2101780254,13
06/30/2022_05:12:55,5919483,0,6201001,11270993,11958326,6201001,11270993,209486221,209486221,75532228,0,294939,4852264,5147203,294939,4852264,2101780254,2101780254,14
06/30/2022_05:16:09,5920703,0,6201827,11271819,11959152,6201827,11271819,209487441,209487441,75532398,0,294939,4852264,5147203,294939,4852264,2101780424,2101780424,12
06/30/2022_05:19:22,5920703,0,6203125,11273117,11960450,6203125,11273117,209487441,209487441,75532398,0,294939,4852264,5147203,294939,4852264,2101780424,2101780424,13
06/30/2022_05:22:36,5920912,0,6203951,11273943,11961276,6203951,11273943,209487650,209487650,75532568,0,294939,4852264,5147203,294939,4852264,2101780594,2101780594,13
06/30/2022_05:25:50,5920912,0,6205249,11275241,11962574,6205249,11275241,209487650,209487650,75532568,0,294939,4852264,5147203,294939,4852264,2101780594,2101780594,14
06/30/2022_05:29:03,5922132,0,6206075,11276067,11963400,6206075,11276067,209488870,209488870,75532738,0,294939,4852264,5147203,294939,4852264,2101780764,2101780764,13
06/30/2022_05:32:17,5922132,0,6207255,11277247,11964580,6207255,11277247,209488870,209488870,75532738,0,294939,4852264,5147203,294939,4852264,2101780764,2101780764,12
06/30/2022_05:35:31,5922132,0,6208199,11278191,11965524,6208199,11278191,209488870,209488870,75532738,0,294939,4852264,5147203,294939,4852264,2101780764,2101780764,14
06/30/2022_05:38:44,5922132,0,6209379,11279371,11966704,6209379,11279371,209488870,209488870,75532738,0,294939,4852264,5147203,294939,4852264,2101780764,2101780764,13
06/30/2022_05:41:58,5922132,0,6210559,11280551,11967884,6210559,11280551,209488870,209488870,75532738,0,294939,4852264,5147203,294939,4852264,2101780764,2101780764,14
06/30/2022_05:45:11,5923352,0,6211503,11281495,11968828,6211503,11281495,209490090,209490090,75532908,0,294939,4852264,5147203,294939,4852264,2101780934,2101780934,12
06/30/2022_05:48:25,5923645,0,6212683,11282675,11970008,6212683,11282675,209490383,209490383,75533176,0,294939,4852264,5147203,294939,4852264,2101781202,2101781202,15
06/30/2022_05:51:39,5923645,0,6213627,11283619,11970952,6213627,11283619,209490383,209490383,75533176,0,294939,4852264,5147203,294939,4852264,2101781202,2101781202,13
06/30/2022_05:54:52,5923645,0,6214807,11284799,11972132,6214807,11284799,209490383,209490383,75533176,0,294939,4852264,5147203,294939,4852264,2101781202,2101781202,14
06/30/2022_05:58:06,5923645,0,6215751,11285743,11973076,6215751,11285743,209490383,209490383,75533176,0,294939,4852264,5147203,294939,4852264,2101781202,2101781202,12
06/30/2022_06:01:20,5924865,0,6217049,11287041,11974374,6217049,11287041,209491603,209491603,75533346,0,294939,4852264,5147203,294939,4852264,2101781372,2101781372,13
06/30/2022_06:04:33,5924865,0,6217875,11287867,11975200,6217875,11287867,209491603,209491603,75533346,0,294939,4852264,5147203,294939,4852264,2101781372,2101781372,12
06/30/2022_06:07:47,5924865,0,6218937,11288929,11976262,6218937,11288929,209491603,209491603,75533346,0,294939,4852264,5147203,294939,4852264,2101781372,2101781372,13
06/30/2022_06:11:01,5924865,0,6219763,11289755,11977088,6219763,11289755,209491603,209491603,75533346,0,294939,4852264,5147203,294939,4852264,2101781372,2101781372,14
06/30/2022_06:14:14,5926085,0,6221061,11291053,11978386,6221061,11291053,209492823,209492823,75533516,0,294939,4852264,5147203,294939,4852264,2101781542,2101781542,12
06/30/2022_06:17:28,5926294,0,6222241,11292233,11979566,6222241,11292233,209493032,209493032,75533614,0,294939,4852264,5147203,294939,4852264,2101781640,2101781640,13
06/30/2022_06:20:42,5926294,0,6223185,11293177,11980510,6223185,11293177,209493032,209493032,75533614,0,294939,4852264,5147203,294939,4852264,2101781640,2101781640,14
06/30/2022_06:23:55,5926294,0,6224365,11294357,11981690,6224365,11294357,209493032,209493032,75533614,0,294939,4852264,5147203,294939,4852264,2101781640,2101781640,14
06/30/2022_06:27:09,5926294,0,6225309,11295301,11982634,6225309,11295301,209493032,209493032,75533614,0,294939,4852264,5147203,294939,4852264,2101781640,2101781640,12
06/30/2022_06:30:22,5927515,0,6226489,11296481,11983814,6226489,11296481,209494253,209494253,75533784,0,294939,4852264,5147203,294939,4852264,2101781810,2101781810,13
06/30/2022_06:33:36,5927515,0,6227433,11297425,11984758,6227433,11297425,209494253,209494253,75533784,0,294939,4852264,5147203,294939,4852264,2101781810,2101781810,15
06/30/2022_06:36:50,5927515,0,6228613,11298605,11985938,6228613,11298605,209494253,209494253,75533784,0,294939,4852264,5147203,294939,4852264,2101781810,2101781810,14
06/30/2022_06:40:03,5927515,0,6229557,11299549,11986882,6229557,11299549,209494253,209494253,75533784,0,294939,4852264,5147203,294939,4852264,2101781810,2101781810,13
06/30/2022_06:43:17,5927515,0,6230737,11300729,11988062,6230737,11300729,209494253,209494253,75533784,0,294939,4852264,5147203,294939,4852264,2101781810,2101781810,14
06/30/2022_06:46:31,5928946,0,6231917,11301909,11989242,6231917,11301909,209495684,209495684,75534124,0,294939,4852264,5147203,294939,4852264,2101782150,2101782150,13
06/30/2022_06:49:44,5928946,0,6232743,11302735,11990068,6232743,11302735,209495684,209495684,75534124,0,294939,4852264,5147203,294939,4852264,2101782150,2101782150,13
06/30/2022_06:52:58,5928946,0,6234041,11304033,11991366,6234041,11304033,209495684,209495684,75534124,0,294939,4852264,5147203,294939,4852264,2101782150,2101782150,14
06/30/2022_06:56:12,5928946,0,6234867,11304859,11992192,6234867,11304859,209495684,209495684,75534124,0,294939,4852264,5147203,294939,4852264,2101782150,2101782150,13
06/30/2022_06:59:25,5930166,0,6236165,11306157,11993490,6236165,11306157,209496904,209496904,75534294,0,294939,4852264,5147203,294939,4852264,2101782320,2101782320,13
06/30/2022_07:02:39,5930166,0,6236873,11306865,11994198,6236873,11306865,209496904,209496904,75534294,0,294939,4852264,5147203,294939,4852264,2101782320,2101782320,13
06/30/2022_07:05:53,5930166,0,6238053,11308045,11995378,6238053,11308045,209496904,209496904,75534294,0,294939,4852264,5147203,294939,4852264,2101782320,2101782320,12
06/30/2022_07:09:06,5930166,0,6238879,11308871,11996204,6238879,11308871,209496904,209496904,75534294,0,294939,4852264,5147203,294939,4852264,2101782320,2101782320,13
06/30/2022_07:12:20,5930375,0,6240177,11310169,11997502,6240177,11310169,209497113,209497113,75534464,0,294939,4852264,5147203,294939,4852264,2101782490,2101782490,12
